p cnf 15 111
-15 14 -12 0
-15 -14 -10 0
-15 14 -7 0
15 14 6 0
15 14 2 0
15 14 1 0
-15 -13 11 0
-15 -13 -10 0
15 13 -8 0
-15 12 -8 0
15 12 -3 0
15 -11 7 0
15 -10 7 0
15 -10 2 0
15 -9 8 0
-15 9 7 0
-15 9 -7 0
-15 -6 5 0
-15 -4 2 0
14 13 4 0
-14 -13 1 0
-14 12 9 0
-14 -12 -7 0
-14 12 -6 0
-14 -12 -6 0
14 12 1 0
14 -11 2 0
-14 -10 -9 0
-14 10 -9 0
-14 9 -7 0
14 -9 6 0
-14 9 3 0
-14 8 7 0
-14 -8 -7 0
14 8 3 0
14 -8 -2 0
14 -8 2 0
14 8 1 0
-14 7 3 0
14 -7 -1 0
-14 6 -1 0
-14 3 1 0
13 12 11 0
-13 -12 -9 0
-13 -12 8 0
-13 12 8 0
-13 12 -6 0
13 -12 4 0
13 -12 2 0
-13 -12 -1 0
-13 -11 -6 0
13 11 4 0
13 9 2 0
13 8 7 0
-13 8 -4 0
13 7 6 0
13 -7 -5 0
-13 -3 2 0
13 3 1 0
13 -2 -1 0
-12 11 1 0
12 9 8 0
12 9 7 0
-12 -9 -3 0
12 9 -2 0
-12 -8 7 0
-12 -8 -3 0
12 -7 -6 0
-12 -6 2 0
12 6 1 0
-12 5 -2 0
12 4 -2 0
12 4 1 0
12 -3 -1 0
-11 -9 -8 0
11 -9 -7 0
11 -9 4 0
11 -9 2 0
11 -6 -5 0
11 -6 1 0
11 5 2 0
11 -3 -2 0
-10 9 -8 0
-10 9 7 0
10 -9 -1 0
-10 8 -5 0
-10 -8 4 0
10 8 -3 0
-10 8 -3 0
10 -7 -5 0
-10 6 -2 0
10 5 3 0
-10 -4 -3 0
-10 3 1 0
-9 8 -1 0
9 8 -1 0
9 -6 -4 0
-9 6 3 0
9 4 3 0
-8 -7 -4 0
8 -6 -5 0
-8 6 2 0
8 -6 2 0
8 5 -3 0
8 -3 2 0
8 -3 -2 0
7 -6 -2 0
-6 5 4 0
-6 5 1 0
-6 4 2 0
4 -2 1 0
