p cnf 13 77
13 -12 10 0
13 -12 9 0
13 -12 -8 0
13 -12 -7 0
13 -12 7 0
-13 12 3 0
-13 12 2 0
-13 -12 2 0
13 11 -7 0
-13 11 6 0
-13 -11 -4 0
13 11 -4 0
13 -10 -4 0
13 -10 -3 0
13 -9 8 0
-13 -9 -4 0
13 9 -3 0
-13 -9 2 0
-13 8 -7 0
-13 8 5 0
-13 -8 -4 0
13 8 3 0
13 -6 -5 0
-13 -5 -1 0
13 3 -1 0
-13 -2 -1 0
12 -11 7 0
12 -10 -2 0
-12 10 2 0
-12 9 -4 0
12 -9 4 0
-12 9 3 0
-12 -9 -1 0
-12 9 1 0
-12 9 -1 0
-12 -7 1 0
-12 7 -1 0
12 6 5 0
12 6 -4 0
12 -4 -3 0
-12 -3 -1 0
-11 -10 8 0
-11 9 5 0
-11 -9 -2 0
-11 -8 -3 0
11 8 -2 0
-11 6 -4 0
11 3 2 0
10 9 -6 0
-10 -9 -2 0
-10 -9 1 0
10 -8 4 0
-10 -6 5 0
-10 -5 2 0
10 2 -1 0
-9 8 -7 0
-9 -8 -4 0
-9 7 -4 0
-9 -7 -1 0
9 -5 3 0
-9 -5 -2 0
9 4 2 0
9 -3 1 0
8 7 -2 0
-8 5 -1 0
8 4 3 0
8 -4 2 0
-8 -3 -1 0
-8 -2 -1 0
7 5 2 0
-7 -5 -1 0
-7 -3 -2 0
7 -3 -1 0
-6 3 2 0
5 -2 1 0
4 -3 2 0
3 2 -1 0
