p cnf 10 61
10 9 -5 0
10 9 -3 0
10 9 3 0
-10 -8 -3 0
-10 -8 3 0
-10 8 3 0
10 -8 2 0
-10 -8 -1 0
-10 8 -1 0
10 7 -6 0
-10 -7 -6 0
10 7 2 0
-10 6 1 0
10 4 -2 0
-10 -4 1 0
-9 -8 -5 0
9 8 -4 0
9 -8 2 0
-9 8 1 0
9 7 -6 0
9 -6 5 0
9 -6 -3 0
-9 6 1 0
-9 -6 1 0
-9 -5 4 0
-9 5 -3 0
9 5 -2 0
-9 5 -1 0
9 3 2 0
9 3 -1 0
9 -2 1 0
-9 -2 1 0
8 7 -5 0
-8 -7 -5 0
-8 -7 -3 0
8 7 -1 0
-8 -6 1 0
-8 -5 -3 0
-8 -5 -1 0
8 -4 -3 0
8 4 2 0
8 -4 1 0
8 3 2 0
8 3 -1 0
-8 -2 -1 0
8 -2 1 0
-8 -2 1 0
-7 5 -3 0
-7 -5 3 0
-7 -4 2 0
7 -4 2 0
6 5 4 0
-6 -5 -2 0
-6 -5 1 0
-6 5 1 0
-6 4 -2 0
-6 -3 -1 0
5 4 2 0
-5 4 1 0
5 4 -1 0
-4 2 1 0
