p cnf 11 49
11 -10 -7 0
-11 -10 -5 0
11 8 7 0
-11 -8 4 0
11 -7 -4 0
11 -7 1 0
11 5 3 0
-11 5 2 0
11 -2 1 0
10 9 -5 0
10 9 5 0
10 8 -7 0
10 -8 -7 0
-10 -8 -5 0
10 8 5 0
10 -8 -5 0
-10 -8 -3 0
-10 -7 -5 0
10 -7 -5 0
10 -7 2 0
10 6 -3 0
10 4 -1 0
10 3 2 0
10 -3 2 0
-10 -3 -1 0
-9 8 6 0
9 -8 -2 0
-9 7 -3 0
9 -7 -3 0
9 7 1 0
-9 -7 -1 0
9 -4 3 0
9 4 -2 0
9 2 -1 0
-8 -7 6 0
8 7 6 0
8 -7 3 0
8 7 1 0
-8 6 -1 0
-8 -5 -3 0
-8 5 1 0
-8 4 -3 0
-6 4 -1 0
-5 -4 -1 0
5 -3 1 0
-4 3 -2 0
4 3 -1 0
-3 -2 -1 0
-3 -2 1 0
