p cnf 14 49
-14 -12 -6 0
-14 -12 -2 0
14 11 2 0
-14 10 7 0
-14 -9 8 0
14 -8 3 0
14 -7 -3 0
-14 4 -1 0
-14 -3 1 0
13 -12 -2 0
13 -12 -1 0
13 11 6 0
-13 11 6 0
13 -10 8 0
-13 -10 -2 0
13 9 -8 0
13 -9 -7 0
-13 9 6 0
13 -9 -6 0
13 9 -2 0
-13 8 7 0
13 -7 -6 0
13 -7 -5 0
-13 7 3 0
-13 -6 -5 0
-13 6 4 0
13 5 -1 0
-13 -4 -3 0
12 11 -7 0
12 11 -2 0
-12 9 -2 0
12 -8 -6 0
-12 8 3 0
-12 -7 -5 0
12 7 -2 0
-12 -6 -5 0
-12 4 2 0
-12 3 -2 0
-11 4 -1 0
-10 -7 6 0
9 -7 -3 0
-9 5 -1 0
9 -4 3 0
9 2 -1 0
-8 -7 3 0
-8 -5 -3 0
-7 5 1 0
-6 5 4 0
-6 4 -1 0
