p cnf 15 95
-15 -14 12 0
15 14 -11 0
15 -13 -9 0
15 12 11 0
-15 12 -7 0
-15 12 3 0
15 -11 -3 0
-15 10 -2 0
-15 -10 2 0
-15 -10 -1 0
15 -8 7 0
15 -8 5 0
-15 8 -4 0
15 -8 3 0
-15 8 1 0
15 -7 5 0
-15 -7 5 0
-15 7 4 0
-15 -6 2 0
-15 5 1 0
15 5 1 0
15 -2 1 0
-14 -13 -4 0
-14 -13 4 0
-14 -13 -3 0
-14 13 -1 0
14 12 -10 0
14 -12 9 0
-14 12 6 0
14 12 -6 0
14 -11 -7 0
14 -10 -9 0
14 -10 -4 0
14 -10 3 0
-14 9 1 0
-14 7 -6 0
-14 -7 4 0
14 7 -2 0
14 -6 4 0
-14 6 1 0
14 -5 4 0
-14 4 -1 0
13 -12 11 0
13 -9 -8 0
13 -8 -6 0
13 -7 -3 0
13 -5 -4 0
-13 -4 -3 0
-13 2 -1 0
-12 11 -8 0
12 11 -6 0
12 -11 3 0
-12 -9 8 0
12 9 2 0
12 -8 7 0
12 -8 6 0
-12 -7 -5 0
12 -5 -2 0
11 10 -5 0
11 10 -1 0
11 9 4 0
-11 9 -4 0
11 -8 2 0
-11 -4 -3 0
10 9 -8 0
10 -9 -7 0
-10 9 -4 0
-10 -9 4 0
10 9 1 0
10 -8 7 0
10 8 6 0
-10 7 5 0
-10 7 -4 0
10 7 1 0
10 6 -1 0
-10 -6 -1 0
10 -5 -1 0
-10 4 3 0
-9 8 4 0
9 -7 5 0
9 -6 5 0
9 -6 -4 0
9 -4 -3 0
9 4 3 0
8 -7 4 0
8 -5 2 0
8 4 2 0
-8 3 -1 0
-7 -6 -3 0
-7 -6 1 0
7 -5 2 0
6 -4 -3 0
-5 3 -2 0
-5 -3 1 0
4 -3 1 0
