p cnf 13 49
13 12 7 0
13 -11 -10 0
-13 11 -8 0
13 11 8 0
13 11 -6 0
13 11 3 0
-13 -10 -7 0
13 8 5 0
-13 7 -5 0
-13 6 4 0
-13 -6 4 0
-13 6 -2 0
13 -5 -1 0
13 4 2 0
13 -3 -1 0
-12 -11 8 0
-12 11 2 0
12 -9 -7 0
-12 -9 6 0
-12 -7 -3 0
-12 7 -3 0
-12 7 -2 0
12 4 -1 0
12 -3 -2 0
11 10 -9 0
11 -10 -3 0
11 -9 -7 0
11 8 1 0
-11 -7 -5 0
-11 -7 -2 0
-11 -7 -1 0
-11 -3 -2 0
11 2 1 0
-10 9 5 0
10 9 4 0
10 8 -3 0
10 7 5 0
-10 4 3 0
10 4 1 0
9 -5 3 0
9 -4 1 0
9 -3 2 0
-8 7 6 0
8 6 5 0
-8 -6 -2 0
-7 6 -2 0
-7 3 1 0
5 2 -1 0
4 2 1 0
