p cnf 12 65
12 -11 6 0
-12 11 -6 0
-12 11 4 0
12 -10 9 0
12 -10 -5 0
12 10 2 0
-12 9 -4 0
-12 -9 1 0
12 9 1 0
-12 -8 -6 0
-12 8 5 0
-12 8 -3 0
-12 7 -6 0
-12 7 -5 0
12 7 -4 0
-12 -7 3 0
12 6 -2 0
12 -5 4 0
-12 5 4 0
-12 5 -3 0
-12 4 -3 0
-12 -4 1 0
-11 10 8 0
-11 10 -4 0
-11 -8 -5 0
11 -7 -6 0
11 -7 4 0
-11 7 2 0
-11 6 3 0
-11 -6 -2 0
11 5 3 0
11 5 2 0
11 -5 -2 0
-11 -4 -3 0
11 2 1 0
-10 9 -2 0
-10 8 4 0
10 -8 3 0
10 -8 2 0
10 -7 5 0
-10 6 3 0
10 -5 2 0
-10 5 -1 0
9 -8 -7 0
9 -7 1 0
-9 5 1 0
9 -2 1 0
8 -7 2 0
8 6 -2 0
-8 5 3 0
8 5 1 0
-8 -4 2 0
8 4 -2 0
8 4 1 0
8 3 1 0
7 -5 2 0
-7 -3 2 0
7 -2 -1 0
6 4 2 0
-6 3 2 0
-6 3 -2 0
-6 2 -1 0
5 4 -1 0
-5 4 -1 0
4 2 1 0
