p cnf 15 103
15 -14 -5 0
-15 -14 5 0
15 -13 9 0
15 -13 -5 0
-15 -13 2 0
-15 13 -1 0
15 12 11 0
15 12 -5 0
15 -12 -5 0
-15 10 6 0
15 -10 -5 0
-15 -8 -4 0
15 -8 -3 0
-15 -7 5 0
-15 -5 1 0
-15 4 -1 0
-15 -3 -2 0
14 13 10 0
14 -13 -9 0
-14 -13 -7 0
14 -13 -1 0
14 -13 1 0
14 12 11 0
-14 -12 10 0
-14 12 -9 0
-14 -12 1 0
-14 -11 10 0
14 -10 6 0
-14 -10 3 0
14 -9 -7 0
14 9 6 0
-14 8 -4 0
-14 8 -1 0
14 -6 5 0
-14 -6 3 0
14 6 1 0
14 5 -3 0
-14 -3 -1 0
14 2 1 0
13 -12 -9 0
-13 -11 -8 0
-13 11 -8 0
-13 -11 -4 0
-13 -10 9 0
13 10 -5 0
-13 -8 7 0
-13 -8 -4 0
13 -8 -4 0
-13 7 3 0
13 -6 -4 0
13 -6 -1 0
-13 4 -3 0
-13 2 1 0
12 11 -8 0
-12 11 -8 0
-12 10 -7 0
-12 10 -6 0
-12 10 -5 0
12 -10 3 0
12 -10 1 0
-12 9 -7 0
12 -8 4 0
12 7 -6 0
12 6 -2 0
12 4 1 0
-12 2 1 0
11 -10 4 0
-11 -10 3 0
11 -9 1 0
11 8 6 0
11 7 -5 0
11 -7 5 0
11 7 2 0
-11 -7 2 0
-11 6 5 0
-11 -6 1 0
-11 5 -4 0
-11 -5 -3 0
-11 -5 1 0
-11 -4 -2 0
-10 9 3 0
-10 -8 7 0
-10 8 -5 0
10 8 2 0
10 6 -2 0
-10 -6 1 0
10 -4 3 0
9 -8 6 0
-9 7 -6 0
-9 -7 4 0
-8 -5 2 0
8 4 2 0
7 -6 4 0
-7 -5 -3 0
7 4 3 0
7 4 1 0
7 -2 1 0
-6 -5 -4 0
6 -2 1 0
-4 3 2 0
-4 -3 -2 0
4 3 -1 0
4 2 -1 0
