p cnf 15 112
-15 14 5 0
15 -14 -5 0
-15 -14 1 0
15 13 -10 0
15 13 10 0
15 13 -8 0
15 -13 7 0
-15 12 -11 0
-15 12 4 0
-15 -12 1 0
15 11 -8 0
-15 -11 -7 0
15 11 1 0
-15 -10 3 0
-15 -9 -2 0
15 9 -1 0
-15 8 -6 0
-15 -7 -4 0
15 -7 -4 0
-15 -6 1 0
15 5 3 0
-15 -5 -3 0
15 5 -2 0
15 2 -1 0
-14 -13 -12 0
-14 -13 12 0
14 13 9 0
14 12 9 0
-14 12 -8 0
14 12 1 0
-14 11 5 0
-14 -11 3 0
14 10 -7 0
-14 -10 6 0
-14 -10 -6 0
-14 10 -1 0
14 -9 -4 0
-14 8 7 0
14 -8 6 0
-14 8 -4 0
-14 7 3 0
-14 -6 -5 0
-14 6 -2 0
-14 5 -1 0
-14 2 1 0
-13 12 2 0
13 11 7 0
13 -10 -6 0
13 -10 3 0
-13 10 -2 0
13 9 -8 0
13 9 7 0
13 -9 5 0
-13 9 5 0
13 7 4 0
-13 -6 -1 0
-13 5 4 0
13 -4 2 0
-12 10 8 0
12 8 3 0
-12 -7 6 0
-12 7 5 0
12 7 4 0
12 -5 -3 0
-12 -5 2 0
-12 -4 -3 0
-12 -4 1 0
-12 -3 -1 0
-11 10 9 0
-11 -10 -7 0
-11 10 -7 0
-11 10 2 0
-11 9 1 0
-11 -8 -7 0
-11 8 5 0
11 -8 1 0
11 5 2 0
-11 -3 -1 0
-10 -9 -5 0
-10 8 -4 0
10 8 2 0
-10 -7 6 0
-10 7 6 0
-10 7 -5 0
-10 -7 -4 0
10 7 -4 0
-10 -6 -1 0
-10 -5 -2 0
9 -8 -5 0
-9 -8 -3 0
9 -7 4 0
9 7 3 0
9 -5 -3 0
-9 4 -2 0
-9 3 -2 0
-9 -3 -1 0
8 7 -5 0
8 -7 1 0
-8 -6 -3 0
8 6 -2 0
8 -5 -3 0
-8 -5 2 0
8 5 -1 0
-8 3 -2 0
8 3 -1 0
8 -2 1 0
7 -6 -4 0
-7 -5 -2 0
7 -5 2 0
7 5 -1 0
5 -4 3 0
5 3 2 0
