p cnf 13 63
13 12 -11 0
-13 12 -6 0
-13 -12 -3 0
-13 11 8 0
-13 8 5 0
13 -8 4 0
-13 8 -4 0
-13 6 -4 0
-13 6 3 0
13 -6 1 0
-13 5 4 0
13 5 1 0
13 3 2 0
-12 11 7 0
12 -11 -7 0
-12 -11 7 0
-12 11 -6 0
-12 11 -4 0
-12 11 2 0
12 -10 7 0
12 10 2 0
-12 -9 -6 0
-12 9 -6 0
-12 -8 5 0
-12 -7 4 0
-12 6 -1 0
-12 -4 -1 0
11 10 -7 0
-11 10 -6 0
11 9 -3 0
-11 8 4 0
11 -8 4 0
11 7 4 0
-11 7 -3 0
-11 -6 -5 0
11 -5 -1 0
11 3 -2 0
-10 9 6 0
-10 8 -3 0
10 8 1 0
10 7 -5 0
-10 6 -5 0
-10 -5 -3 0
-10 5 2 0
-10 -5 -1 0
-10 -4 -2 0
10 -4 1 0
9 -7 -6 0
9 7 4 0
9 7 1 0
9 -6 2 0
-9 -5 1 0
9 4 -3 0
8 -6 -4 0
-8 -5 -3 0
-7 -5 3 0
7 -4 2 0
-7 -2 -1 0
-6 -2 1 0
5 -4 3 0
-5 4 1 0
-4 -3 2 0
4 -3 2 0
