p cnf 15 102
-15 14 13 0
15 14 12 0
-15 13 -3 0
-15 -12 -9 0
-15 -12 5 0
15 -12 -5 0
-15 12 -5 0
-15 -11 4 0
15 11 -2 0
15 -11 -1 0
-15 11 1 0
15 -10 7 0
-15 9 2 0
-15 -8 3 0
-15 -7 -6 0
-15 7 -3 0
15 -7 -3 0
-15 -7 -1 0
15 6 -4 0
-14 13 -12 0
14 13 -10 0
14 13 -9 0
-14 -13 9 0
-14 -13 6 0
14 -13 -5 0
-14 -13 -4 0
-14 -13 3 0
-14 12 -11 0
-14 12 9 0
14 12 -7 0
14 11 -8 0
14 11 -2 0
-14 10 7 0
-14 10 -5 0
14 10 4 0
-14 -9 6 0
-14 8 -5 0
-14 -7 4 0
14 7 2 0
-14 6 2 0
14 -6 -2 0
14 6 1 0
-14 -5 -4 0
-13 -12 8 0
-13 12 -7 0
-13 -12 6 0
13 -12 1 0
-13 -11 -6 0
-13 10 7 0
13 9 3 0
13 7 5 0
-13 -7 -3 0
-13 -7 -2 0
-13 -6 -5 0
-13 6 3 0
-13 3 -1 0
-12 11 -6 0
-12 -11 2 0
12 -10 -9 0
12 -10 -5 0
-12 9 5 0
12 -9 5 0
-12 -9 2 0
12 8 5 0
12 -7 -2 0
-12 6 -4 0
12 -4 2 0
12 2 -1 0
-11 -10 4 0
-11 -10 -4 0
11 -9 5 0
11 -9 2 0
-11 -8 5 0
11 7 -3 0
-11 -6 1 0
-11 -5 -2 0
11 -5 1 0
-11 4 -3 0
-11 2 1 0
10 9 -5 0
10 -9 -2 0
-10 7 -3 0
10 -4 2 0
9 8 -7 0
-9 7 6 0
-9 4 3 0
-9 2 -1 0
8 7 -6 0
-8 7 -5 0
8 6 -1 0
-8 -5 -3 0
-8 4 -2 0
-8 4 1 0
-8 -2 -1 0
7 6 -2 0
-6 -5 -4 0
-6 -4 1 0
-6 -4 -1 0
6 3 1 0
6 -3 1 0
5 -4 1 0
4 3 -1 0
