p cnf 13 56
13 12 9 0
-13 12 7 0
-13 12 -4 0
13 -11 -2 0
13 -10 8 0
-13 10 -7 0
13 -8 -4 0
-13 -7 3 0
13 -6 -3 0
13 5 4 0
-13 -3 -2 0
12 -11 2 0
12 10 -9 0
-12 9 -7 0
12 9 5 0
12 -9 -4 0
12 -9 -3 0
12 9 2 0
12 7 5 0
12 7 2 0
-12 7 2 0
-12 5 4 0
-12 5 3 0
11 8 5 0
-11 -6 5 0
-11 3 2 0
-11 2 -1 0
10 9 3 0
-10 8 5 0
10 -7 3 0
-10 -5 2 0
9 8 4 0
9 8 2 0
-9 -7 3 0
9 7 2 0
9 -7 -2 0
-9 -6 5 0
-9 5 2 0
-9 4 3 0
9 4 1 0
-9 -3 -1 0
8 -7 4 0
-8 -7 4 0
-8 6 3 0
8 -5 4 0
-8 -3 2 0
7 -4 -3 0
7 -4 2 0
-7 -3 2 0
6 -5 -2 0
-6 5 -2 0
-6 -4 3 0
6 -4 -2 0
5 3 2 0
4 3 -2 0
-3 -2 -1 0
