p cnf 15 46
-15 -14 8 0
-15 -13 6 0
15 -13 4 0
15 13 -4 0
15 -12 10 0
15 -12 8 0
-15 11 1 0
-15 -9 8 0
-15 7 1 0
15 -6 5 0
14 -13 -12 0
-14 12 9 0
-14 12 6 0
-14 12 4 0
-14 -11 -8 0
14 11 -5 0
-14 11 -3 0
14 -8 1 0
14 7 -6 0
14 -5 -4 0
-13 9 4 0
13 9 -1 0
12 -11 3 0
-12 8 7 0
12 -8 -5 0
-12 -7 -5 0
-12 7 -4 0
-12 6 -3 0
11 -9 -2 0
11 -9 -1 0
-11 8 -6 0
11 -8 -5 0
11 7 5 0
-11 5 -2 0
11 -4 -2 0
11 -3 -2 0
10 6 -4 0
-9 8 4 0
-9 -7 6 0
-9 -6 5 0
9 4 -2 0
8 -7 -4 0
8 -5 2 0
-7 5 4 0
7 4 2 0
-7 3 -1 0
