p cnf 14 89
-14 13 7 0
-14 13 -3 0
14 12 -7 0
-14 -12 -1 0
-14 -11 -7 0
14 11 3 0
-14 -10 -9 0
-14 10 9 0
14 -10 -4 0
14 9 4 0
14 -9 4 0
14 -9 -2 0
-14 -8 -2 0
-14 8 -1 0
-14 7 3 0
-14 -7 3 0
14 -7 1 0
13 12 11 0
-13 12 8 0
-13 -11 -7 0
13 11 -5 0
-13 11 5 0
-13 -11 3 0
-13 11 3 0
-13 -11 1 0
-13 -10 -8 0
13 -9 -8 0
13 9 -4 0
-13 8 7 0
13 8 7 0
13 8 -7 0
-13 -4 -2 0
13 3 1 0
12 -11 -9 0
-12 -11 8 0
-12 11 -3 0
-12 10 -7 0
-12 10 -1 0
12 -8 6 0
-12 7 3 0
-12 6 -5 0
-12 6 4 0
12 6 -3 0
12 -5 3 0
-12 5 -2 0
12 -5 -1 0
11 -10 6 0
11 10 -5 0
-11 10 -2 0
-11 8 -7 0
11 8 6 0
11 -8 -3 0
11 8 -2 0
11 7 2 0
11 -3 -1 0
10 -9 -7 0
10 -9 -6 0
-10 -9 2 0
10 -8 6 0
-10 7 6 0
10 7 -6 0
10 7 5 0
10 7 -4 0
10 -7 -3 0
-10 6 1 0
10 4 2 0
10 3 2 0
10 -3 -1 0
-9 -8 6 0
9 8 2 0
9 -8 1 0
9 7 1 0
9 -5 -4 0
9 5 -1 0
-9 -4 -2 0
8 7 -2 0
-8 7 -1 0
8 6 3 0
-8 -6 -3 0
8 5 -4 0
-8 5 -4 0
-7 -6 5 0
-7 2 -1 0
-6 5 2 0
-6 4 2 0
-6 -4 -1 0
6 -4 1 0
4 -3 2 0
4 -2 -1 0
