p cnf 13 47
-13 -11 3 0
13 11 -1 0
13 9 -5 0
13 9 -1 0
13 -7 5 0
-13 -5 3 0
-13 -4 2 0
13 3 1 0
-12 11 9 0
-12 -11 -8 0
-12 -11 6 0
-12 10 4 0
-12 10 3 0
-12 9 6 0
-12 -9 6 0
-12 8 -6 0
12 -8 -5 0
-12 -8 5 0
12 8 -4 0
12 7 -4 0
12 6 -4 0
-11 -10 -8 0
11 10 4 0
11 -9 5 0
11 -8 -1 0
11 4 3 0
10 -9 1 0
10 -8 -5 0
-10 -7 -6 0
-10 -7 -4 0
10 -6 5 0
-10 -6 3 0
10 -5 3 0
-10 -5 2 0
-10 -4 -3 0
9 -8 1 0
9 -7 6 0
9 -6 -5 0
-9 -5 3 0
-8 -4 2 0
8 4 -2 0
7 6 2 0
7 -4 1 0
-6 -5 3 0
-5 -4 3 0
5 4 2 0
-3 2 1 0
