p cnf 15 80
15 14 -9 0
15 -13 10 0
15 13 -9 0
15 -13 9 0
15 13 8 0
15 -13 7 0
15 -12 -10 0
15 -12 1 0
-15 -11 -2 0
15 8 -3 0
-15 7 -5 0
-15 7 3 0
15 -7 1 0
-14 12 -9 0
14 -11 10 0
-14 -11 -7 0
14 -11 -1 0
14 10 -8 0
14 -10 -1 0
14 -9 -7 0
14 -9 -3 0
14 8 4 0
-14 4 -1 0
14 -4 -1 0
-14 -3 -1 0
13 12 7 0
13 -12 4 0
-13 11 -2 0
13 11 2 0
13 10 7 0
-13 -10 2 0
13 9 1 0
-13 8 6 0
-13 8 2 0
-13 6 2 0
-13 6 -1 0
13 5 3 0
-13 5 2 0
13 -4 -2 0
-13 -4 2 0
12 11 -8 0
-12 11 -7 0
-12 -11 4 0
12 11 2 0
-12 -11 -2 0
-12 10 3 0
12 8 -4 0
12 -7 -4 0
-12 -7 -1 0
-12 -6 4 0
12 4 2 0
-11 -10 6 0
11 9 -7 0
-11 9 -5 0
11 -8 5 0
-11 -8 -4 0
-11 8 -1 0
11 7 5 0
-11 7 1 0
-11 6 -4 0
-11 5 -2 0
-11 -5 1 0
11 4 -3 0
-11 -4 -2 0
-10 4 -3 0
10 -4 -1 0
9 -7 6 0
-9 -7 -5 0
-9 5 3 0
-9 -5 -1 0
9 4 -1 0
9 -3 -1 0
8 7 -6 0
8 6 -3 0
-8 4 -1 0
7 -6 -4 0
7 4 -2 0
-6 5 2 0
-6 4 2 0
6 -2 -1 0
