p cnf 15 89
15 14 7 0
15 -14 -1 0
-15 -13 -4 0
-15 -12 -2 0
-15 -11 -6 0
-15 -10 7 0
-15 -10 -6 0
15 10 -2 0
-15 -9 -2 0
-15 -8 1 0
-15 7 -6 0
15 -6 4 0
-15 6 -4 0
-15 6 -3 0
15 6 -3 0
-14 13 -10 0
14 -12 -11 0
14 12 -10 0
-14 12 3 0
14 -11 -10 0
14 11 9 0
-14 11 2 0
-14 11 -2 0
14 -10 8 0
14 -10 5 0
14 10 -3 0
14 -10 -2 0
14 -9 -4 0
-14 -8 -5 0
-14 8 2 0
-14 -6 5 0
-14 6 2 0
14 5 4 0
-14 3 -2 0
13 -12 2 0
-13 -11 -1 0
-13 -10 7 0
13 -10 5 0
-13 -10 3 0
-13 -9 -5 0
13 -8 4 0
-13 8 -1 0
13 7 6 0
-13 -5 -3 0
13 4 -2 0
12 11 -9 0
-12 -11 1 0
-12 10 9 0
-12 -10 -6 0
12 10 -4 0
-12 10 -4 0
-12 10 -2 0
-12 9 5 0
12 -9 2 0
12 7 -5 0
12 -5 -4 0
-12 -5 -2 0
-12 -5 2 0
12 -4 1 0
-12 3 -1 0
-11 10 -4 0
11 10 -1 0
-11 10 1 0
-11 -9 -5 0
11 9 -4 0
-11 -9 4 0
-11 -9 -2 0
-11 -8 -2 0
-10 9 8 0
-10 8 -3 0
10 -8 2 0
-10 -7 -4 0
10 -7 -3 0
-10 6 2 0
-10 -2 1 0
-9 -8 6 0
-9 3 1 0
-8 3 -2 0
7 -6 -4 0
7 -5 -1 0
7 -3 2 0
-7 -3 1 0
-6 5 4 0
-6 -5 3 0
6 2 -1 0
5 -4 2 0
-5 -4 -1 0
-4 3 1 0
-3 -2 1 0
