p cnf 14 83
-14 13 -6 0
-14 13 -3 0
14 -13 2 0
14 -13 -2 0
14 -12 9 0
-14 -12 7 0
14 -12 -6 0
-14 12 5 0
-14 12 -4 0
-14 -10 -5 0
14 8 -7 0
14 -8 -3 0
14 7 3 0
-14 7 3 0
-14 -7 -2 0
-14 7 -2 0
14 6 2 0
-14 -6 2 0
-14 -6 -2 0
14 -6 1 0
-14 -5 1 0
-13 12 -4 0
-13 -10 7 0
-13 10 -7 0
13 9 -7 0
13 9 -5 0
-13 -9 -4 0
13 9 -2 0
13 -8 6 0
13 8 -4 0
-13 8 -3 0
-13 7 -5 0
13 -7 -5 0
-13 -7 3 0
-13 5 1 0
12 -11 9 0
-12 -11 -3 0
12 -10 8 0
12 10 8 0
12 -10 -7 0
12 -8 -5 0
12 5 -3 0
12 -5 -2 0
-11 -9 -8 0
11 -9 -8 0
-11 9 -7 0
-11 -9 -5 0
-11 9 5 0
11 9 4 0
11 -9 -4 0
-11 -9 -4 0
-11 9 -2 0
11 -8 7 0
-11 -8 -2 0
-11 -6 -5 0
11 -6 -4 0
11 -4 -3 0
11 4 2 0
-11 -4 1 0
11 3 2 0
-11 3 -1 0
10 -9 7 0
10 8 5 0
10 -7 -6 0
-10 -6 5 0
10 -6 -2 0
-10 6 -1 0
10 -5 -1 0
9 -8 5 0
9 8 3 0
-9 7 5 0
9 -7 2 0
9 5 4 0
9 4 1 0
-8 7 4 0
-8 6 5 0
8 -4 -1 0
-7 -6 -4 0
7 6 1 0
7 -3 -2 0
-6 4 -3 0
6 -3 -2 0
-5 2 -1 0
