p cnf 15 70
15 14 5 0
-15 -13 -11 0
15 13 10 0
15 13 -7 0
-15 13 5 0
15 -13 3 0
15 13 2 0
15 12 -7 0
-15 -12 -4 0
15 -11 -6 0
-15 -11 3 0
15 -10 -1 0
15 9 8 0
-15 6 1 0
15 5 3 0
-15 3 -2 0
-15 -3 1 0
14 -13 10 0
14 -13 -5 0
-14 12 3 0
-14 -11 2 0
-14 -10 6 0
14 10 -5 0
14 10 3 0
14 -8 4 0
14 8 2 0
-14 -6 -5 0
-14 -4 -1 0
14 -4 1 0
14 3 1 0
-13 -10 6 0
13 -10 4 0
-13 10 -3 0
13 -10 -2 0
-13 -8 2 0
-13 -3 -1 0
12 11 10 0
12 -11 -3 0
12 11 -1 0
-12 -11 -1 0
12 -11 -1 0
12 9 2 0
12 -8 1 0
12 -7 3 0
12 -4 3 0
-11 10 1 0
-11 8 -6 0
11 6 -5 0
-11 5 -2 0
-11 4 3 0
10 -9 4 0
10 -8 -1 0
-10 -4 2 0
-10 -4 -1 0
10 -3 1 0
-9 -8 7 0
-9 -8 5 0
-9 -8 3 0
9 6 5 0
-9 -6 -4 0
9 5 3 0
9 3 1 0
9 2 1 0
8 7 -3 0
7 5 4 0
7 3 -1 0
-7 2 -1 0
-6 5 -4 0
6 -4 1 0
4 3 1 0
