p cnf 15 115
-15 14 12 0
-15 14 -2 0
15 -13 11 0
-15 13 8 0
15 13 -5 0
15 -11 8 0
-15 -11 -5 0
-15 -10 9 0
15 10 -7 0
-15 10 -4 0
-15 -10 -2 0
-15 9 8 0
-15 -9 -5 0
15 9 -3 0
-15 9 -1 0
-15 -8 7 0
15 8 -1 0
-15 7 1 0
-15 6 -3 0
15 6 -2 0
-15 -4 2 0
-14 13 -9 0
-14 13 1 0
14 12 -8 0
14 -12 -2 0
-14 10 -4 0
-14 10 1 0
14 10 1 0
-14 -9 -8 0
-14 9 -4 0
14 -9 3 0
14 8 5 0
14 8 -3 0
14 -8 3 0
14 8 -1 0
14 7 5 0
-14 6 5 0
-14 6 1 0
14 -5 -2 0
13 -12 11 0
13 12 8 0
13 -12 7 0
-13 -12 7 0
13 12 4 0
-13 11 5 0
-13 11 -4 0
-13 -11 2 0
13 11 1 0
13 10 7 0
13 -10 5 0
-13 -10 -5 0
13 -10 -3 0
13 -10 -2 0
-13 8 -2 0
-13 7 6 0
13 -7 -4 0
-13 -6 5 0
-13 -6 -3 0
13 -6 3 0
-13 -4 3 0
12 -11 -10 0
-12 -11 7 0
-12 -11 5 0
12 -11 5 0
-12 11 4 0
-12 -10 -9 0
12 -10 -4 0
12 10 -3 0
12 -9 -4 0
-12 9 4 0
-12 -7 -6 0
12 -7 -2 0
12 -5 3 0
-12 4 2 0
-11 -10 -6 0
11 -10 -3 0
-11 9 -1 0
11 8 5 0
-11 8 2 0
11 8 1 0
10 9 -4 0
10 9 1 0
10 -9 -1 0
10 -8 -1 0
10 7 -6 0
-10 7 4 0
-10 -7 -2 0
10 6 -5 0
-10 6 2 0
10 -6 -1 0
10 -4 3 0
-10 4 -2 0
-9 8 -5 0
-9 7 -6 0
-9 -7 5 0
9 6 -4 0
-9 -6 -4 0
-9 6 3 0
9 6 3 0
-9 -6 3 0
-9 3 2 0
8 7 -6 0
-8 7 6 0
8 -7 -5 0
-8 7 -4 0
7 6 5 0
7 -6 -3 0
-7 5 1 0
7 -5 -1 0
-6 5 1 0
-6 4 3 0
5 -3 2 0
-5 -3 2 0
-5 -2 1 0
-4 3 1 0
