p cnf 15 114
-15 -14 5 0
15 -14 4 0
-15 13 11 0
-15 13 8 0
15 -13 6 0
-15 12 -11 0
15 12 -10 0
15 -12 -3 0
15 12 2 0
15 -11 10 0
-15 11 9 0
15 -11 9 0
15 -11 8 0
-15 -10 -9 0
-15 10 8 0
15 -10 -6 0
15 10 1 0
-15 9 -7 0
15 -9 -3 0
-15 8 7 0
-15 -8 -2 0
15 5 -3 0
15 5 -2 0
-15 5 -1 0
15 3 1 0
14 -13 -12 0
-14 -13 8 0
-14 -13 -5 0
14 12 10 0
14 12 8 0
14 -12 -7 0
-14 11 8 0
14 11 -7 0
14 -11 -4 0
14 11 -4 0
-14 10 -8 0
-14 -8 2 0
-14 8 1 0
-14 4 -1 0
14 3 1 0
14 2 1 0
-13 -12 10 0
-13 -12 -9 0
13 12 -7 0
13 -11 10 0
13 -11 -7 0
-13 -11 -2 0
-13 -11 -1 0
-13 -9 7 0
13 -9 -7 0
13 -9 -5 0
-13 8 -6 0
-13 8 3 0
-13 -8 3 0
13 7 5 0
-13 -6 5 0
-13 6 2 0
-13 -6 -2 0
-13 2 -1 0
-12 11 6 0
12 -11 5 0
12 9 -3 0
-12 7 3 0
12 7 -3 0
-12 -7 -2 0
-12 -6 2 0
-12 4 3 0
-12 4 2 0
12 -4 2 0
12 3 2 0
-12 -3 -1 0
-11 -10 7 0
-11 -10 -2 0
-11 10 -1 0
-11 8 4 0
-11 8 3 0
11 -8 2 0
-11 7 6 0
-11 -7 5 0
11 -6 2 0
-11 5 3 0
10 -9 -7 0
10 9 3 0
10 -9 2 0
10 8 -7 0
10 8 -3 0
10 -7 -4 0
-10 -6 -5 0
-10 -4 -3 0
10 3 2 0
-10 3 2 0
10 2 1 0
-9 8 -7 0
9 -8 6 0
9 -8 -1 0
9 -7 6 0
-9 -7 -3 0
-9 -7 -2 0
-9 6 1 0
9 6 1 0
-9 4 -1 0
8 7 -2 0
8 -7 -1 0
-8 6 5 0
8 -6 1 0
7 -6 -4 0
-7 6 -4 0
7 5 4 0
-7 -4 -2 0
-7 4 1 0
7 -3 -2 0
6 -5 -4 0
-6 3 2 0
-3 -2 1 0
