p cnf 14 78
14 13 7 0
14 13 -3 0
14 -13 1 0
14 -12 11 0
-14 12 -10 0
14 -12 2 0
14 11 10 0
14 11 8 0
14 -11 8 0
14 -11 -4 0
14 -10 -5 0
14 10 -3 0
-14 -9 2 0
14 9 -2 0
14 -8 -3 0
-14 7 2 0
14 -6 2 0
14 6 2 0
-14 -5 3 0
-14 4 -3 0
14 -3 -2 0
-14 -3 -1 0
-13 -12 -10 0
13 -12 -7 0
-13 11 8 0
13 -11 7 0
-13 10 -7 0
13 10 -4 0
-13 -9 -7 0
13 9 -3 0
-13 8 -3 0
13 -8 -2 0
-13 -7 1 0
13 -6 -2 0
13 5 3 0
12 -11 -8 0
-12 -11 5 0
12 -11 2 0
12 9 8 0
12 8 6 0
-12 -8 -5 0
-12 8 -1 0
-12 -4 1 0
11 9 -7 0
11 7 6 0
11 -7 6 0
-11 -7 4 0
-11 7 3 0
10 9 8 0
-10 9 -8 0
10 -8 -6 0
10 -8 5 0
10 -7 5 0
-10 -7 -1 0
10 6 -2 0
10 -5 -2 0
10 -4 3 0
-10 3 1 0
-9 -8 4 0
9 7 -5 0
-9 -7 5 0
-9 -6 -2 0
9 -6 -1 0
-9 -5 -3 0
-9 4 -1 0
-9 3 -2 0
8 -7 -5 0
8 7 1 0
8 6 5 0
-8 -6 -1 0
-8 -5 2 0
7 5 2 0
7 4 3 0
7 -4 2 0
7 -2 1 0
-7 -2 1 0
-6 4 3 0
5 2 -1 0
