p cnf 11 56
11 10 -8 0
11 -10 -2 0
11 -10 2 0
11 -10 -1 0
-11 9 -7 0
-11 -9 -3 0
-11 -9 -2 0
-11 8 5 0
11 8 1 0
-11 -8 1 0
11 7 6 0
11 -7 6 0
-11 -7 3 0
-11 7 2 0
-11 6 -5 0
-11 -6 5 0
-11 5 -4 0
11 -2 -1 0
10 9 5 0
-10 -8 1 0
10 -7 6 0
10 7 4 0
10 6 -5 0
-10 -6 -4 0
10 -6 2 0
-10 -6 -2 0
-10 -6 1 0
10 4 -3 0
-10 -3 1 0
9 -8 6 0
-9 -8 -5 0
-9 -8 -4 0
9 8 1 0
-9 7 6 0
-9 7 -5 0
9 7 -5 0
-9 7 -4 0
-9 -4 -3 0
9 4 -2 0
9 -4 -1 0
-9 4 -1 0
9 2 1 0
-8 -7 3 0
-8 -6 3 0
8 4 2 0
8 3 -2 0
7 -6 4 0
7 5 -3 0
7 5 2 0
-6 4 3 0
6 -4 -1 0
6 -3 2 0
-5 -4 -2 0
5 3 2 0
5 -3 2 0
4 2 1 0
