p cnf 13 91
-13 -12 10 0
13 12 -9 0
-13 12 -6 0
13 -11 3 0
-13 11 3 0
-13 -11 -2 0
13 -11 -2 0
-13 11 -1 0
-13 10 8 0
-13 10 -6 0
13 -10 -5 0
-13 -10 -1 0
13 -10 1 0
-13 -9 7 0
13 -9 -5 0
-13 -9 -2 0
-13 -8 5 0
-13 8 4 0
-13 -8 -2 0
-13 7 -5 0
13 7 -4 0
-13 -7 -3 0
13 6 -4 0
-13 5 3 0
12 11 -8 0
12 -11 5 0
12 -10 8 0
12 -10 6 0
12 -10 3 0
-12 9 -7 0
12 9 7 0
12 -9 -4 0
-12 9 -2 0
-12 -8 -7 0
12 -8 7 0
12 8 -5 0
12 -8 4 0
12 -8 -2 0
12 -7 3 0
12 -7 -2 0
12 7 -1 0
-12 5 4 0
12 -5 2 0
-12 -4 1 0
12 -2 -1 0
-11 10 -2 0
-11 -9 -8 0
11 9 -5 0
-11 9 -3 0
11 8 5 0
-11 8 1 0
11 8 -1 0
-11 7 -1 0
11 6 -2 0
-11 -5 3 0
-11 -5 1 0
-11 4 -3 0
11 -3 -2 0
-11 -3 -1 0
-10 -8 4 0
10 -7 -2 0
10 -6 -4 0
-10 5 3 0
10 -5 1 0
-10 4 -1 0
-10 -2 1 0
9 -8 6 0
9 -8 5 0
-9 8 -5 0
9 8 -1 0
9 7 4 0
-9 7 -1 0
-9 -6 4 0
-9 -6 3 0
9 -5 -3 0
9 5 -3 0
-9 -4 2 0
-8 7 5 0
-8 -7 -3 0
8 6 -4 0
8 -5 -1 0
-8 -4 1 0
8 3 2 0
7 5 2 0
-6 -3 1 0
5 -4 -3 0
-5 -4 3 0
-5 -3 -1 0
5 -2 1 0
-4 -3 1 0
-3 2 1 0
