p cnf 14 87
-14 13 12 0
-14 13 10 0
14 -13 -5 0
14 13 4 0
14 12 -6 0
14 11 -7 0
14 -11 6 0
14 -8 -7 0
-14 8 -6 0
14 -6 5 0
14 6 3 0
-14 -6 3 0
14 -6 -1 0
14 4 -1 0
-13 -12 11 0
13 -12 -8 0
13 -12 8 0
13 -11 3 0
13 10 4 0
-13 -9 5 0
-13 7 -6 0
-13 6 2 0
-13 6 1 0
-13 4 3 0
13 4 1 0
-13 4 1 0
13 -2 1 0
-12 11 -5 0
-12 11 -2 0
-12 -10 1 0
-12 9 -4 0
12 -8 -7 0
-12 -8 -1 0
-12 8 -1 0
-12 -7 6 0
12 -7 5 0
12 6 -1 0
12 5 -3 0
12 -5 -2 0
11 -10 -9 0
-11 8 6 0
11 -8 -4 0
11 8 1 0
11 7 6 0
-11 -7 5 0
11 -7 5 0
11 -7 4 0
-11 -6 -5 0
11 6 -4 0
-11 -5 -4 0
11 5 -1 0
11 -3 2 0
10 -9 7 0
10 -9 -6 0
-10 9 -5 0
-10 8 7 0
10 8 -4 0
-10 -8 2 0
10 -6 4 0
-10 -4 3 0
9 -8 3 0
-9 -8 -3 0
-9 -8 1 0
-9 -7 6 0
-9 7 -5 0
9 7 3 0
-9 -7 1 0
-9 -6 1 0
-9 -4 -1 0
-8 -7 -6 0
-8 7 -5 0
-8 7 2 0
-8 5 -4 0
-8 -5 -2 0
-8 5 2 0
8 4 2 0
-8 4 2 0
-7 6 -4 0
-7 5 3 0
7 -2 1 0
-6 -5 -4 0
-6 5 3 0
6 5 2 0
6 -4 3 0
6 -2 -1 0
-4 -3 -2 0
4 2 -1 0
