p cnf 13 93
13 -12 -4 0
-13 12 2 0
-13 -11 -8 0
13 11 6 0
13 11 3 0
-13 -10 9 0
13 -10 6 0
13 10 6 0
13 -9 7 0
-13 -9 4 0
-13 9 3 0
13 -9 1 0
-13 8 -6 0
-13 -6 4 0
-13 -6 -4 0
13 -4 3 0
13 -4 -3 0
-13 -4 2 0
-13 4 2 0
13 -3 1 0
-12 11 10 0
-12 11 9 0
-12 11 -8 0
12 -11 8 0
-12 11 -3 0
-12 11 1 0
-12 -10 -7 0
12 -10 -7 0
12 10 6 0
12 10 5 0
-12 -10 1 0
12 -10 -1 0
-12 10 1 0
12 -9 4 0
-12 8 -5 0
12 -8 4 0
-12 -8 1 0
12 -7 3 0
-12 7 1 0
11 -10 -6 0
11 10 -5 0
11 -10 3 0
11 10 3 0
-11 -10 1 0
-11 9 4 0
11 -8 -7 0
-11 8 3 0
-11 -8 1 0
11 -8 -1 0
-11 -7 -4 0
-11 -6 -4 0
-11 -6 4 0
-11 6 4 0
-11 6 -1 0
11 5 -4 0
11 -5 -4 0
11 -5 -1 0
11 4 -3 0
-10 -9 4 0
10 8 5 0
-10 -8 -4 0
-10 -8 3 0
10 -8 -1 0
10 -7 -6 0
-10 6 2 0
-10 -5 3 0
-10 -5 1 0
-10 3 -2 0
-10 3 1 0
-10 2 1 0
9 -8 -6 0
9 -8 -5 0
-9 -8 3 0
9 -4 -3 0
-9 4 1 0
-9 -4 -1 0
9 -3 2 0
-8 -6 4 0
-8 -6 -2 0
7 -6 4 0
7 -6 3 0
-7 -5 3 0
7 4 1 0
6 4 -2 0
-6 -3 -2 0
6 3 -2 0
-6 3 -1 0
-5 -4 1 0
-5 -3 1 0
5 3 -1 0
5 -2 -1 0
4 -3 2 0
4 -2 1 0
