p cnf 14 60
14 -12 8 0
14 -12 7 0
14 -12 6 0
14 -12 -4 0
-14 12 -2 0
14 -12 -2 0
14 -11 5 0
14 11 -1 0
-14 -9 -8 0
14 -8 -7 0
-14 -6 5 0
14 -6 3 0
-14 -6 -1 0
-14 4 3 0
14 -3 -1 0
13 12 8 0
-13 12 6 0
13 -12 -2 0
13 -12 1 0
-13 -11 -3 0
13 11 -2 0
-13 11 1 0
13 10 -5 0
13 -9 -2 0
13 8 -7 0
13 7 6 0
13 7 -3 0
13 7 1 0
-13 6 -4 0
-12 -11 -3 0
12 10 8 0
-12 10 -8 0
-12 -9 -5 0
12 -6 3 0
-12 4 -2 0
-11 -10 8 0
11 9 -5 0
-11 -9 -2 0
11 -8 7 0
11 -8 3 0
11 8 2 0
11 -7 -4 0
-11 7 3 0
-11 7 -2 0
-11 6 1 0
-10 9 8 0
-10 8 -4 0
-10 -7 1 0
-10 -4 -3 0
-10 4 -3 0
-9 -8 -7 0
-9 -8 -3 0
9 -7 -6 0
8 7 6 0
-8 -7 -6 0
8 -7 1 0
-6 5 1 0
-6 -4 -1 0
-6 2 1 0
5 -4 2 0
