p cnf 15 67
15 14 -8 0
-15 -14 6 0
-15 14 -4 0
15 -14 -2 0
15 -12 -11 0
15 12 -11 0
-15 12 9 0
15 -12 4 0
15 -11 10 0
-15 11 -3 0
15 -11 -2 0
15 10 6 0
15 -9 -6 0
15 -8 -7 0
15 8 2 0
15 8 -2 0
15 -7 -6 0
-15 -7 4 0
-15 7 -2 0
14 13 -12 0
14 -13 7 0
-14 -12 -7 0
-14 12 -5 0
-14 12 3 0
14 -9 -8 0
14 -9 -5 0
-14 9 1 0
-14 8 6 0
-14 -7 -5 0
-14 -7 -4 0
14 5 3 0
13 -12 -8 0
13 -11 -1 0
13 10 -1 0
13 -8 4 0
13 -7 -5 0
-13 6 -4 0
13 6 1 0
-12 -11 8 0
12 11 7 0
-12 -11 6 0
12 11 5 0
-12 -11 2 0
-12 11 2 0
-12 -10 -4 0
12 -9 -5 0
-12 6 -1 0
11 7 -1 0
11 -6 -1 0
11 -4 -1 0
-10 -9 4 0
10 -8 4 0
-10 6 1 0
9 -8 -4 0
-9 4 -1 0
-9 -3 2 0
9 3 2 0
8 7 3 0
7 -6 4 0
7 5 -2 0
-7 -4 1 0
7 -3 2 0
-7 -2 -1 0
6 -5 1 0
-6 4 2 0
4 3 2 0
-4 -3 -2 0
