p cnf 12 95
12 11 -4 0
12 10 5 0
-12 10 1 0
-12 9 -3 0
12 9 -1 0
-12 8 -7 0
-12 8 7 0
12 8 7 0
-12 8 -3 0
12 8 2 0
-12 7 -5 0
12 7 -3 0
-12 7 -2 0
12 -6 -4 0
-12 6 4 0
12 -4 3 0
12 4 -2 0
-12 -4 -1 0
11 10 8 0
11 -10 6 0
-11 -9 7 0
11 9 6 0
-11 -9 -6 0
-11 9 -2 0
11 8 -7 0
-11 8 -4 0
-11 -8 3 0
11 8 2 0
11 7 -4 0
11 -7 3 0
11 -7 -1 0
11 7 1 0
11 -6 4 0
11 6 -4 0
11 -6 -1 0
11 5 -4 0
11 -4 -1 0
-11 -3 2 0
10 -9 -8 0
-10 9 1 0
10 -8 -6 0
10 -8 1 0
10 8 -1 0
-10 6 -5 0
10 -5 3 0
-10 5 -2 0
-10 5 -1 0
-10 -5 -1 0
9 -8 -2 0
-9 8 2 0
9 7 6 0
-9 -7 5 0
9 7 -1 0
9 6 5 0
-9 -6 3 0
-9 -6 -1 0
-9 6 1 0
9 6 -1 0
-9 -6 1 0
9 -5 -2 0
-9 -4 -3 0
-9 -4 2 0
9 4 -1 0
9 -2 1 0
-9 2 1 0
-8 -7 -4 0
-8 7 -3 0
8 7 2 0
-8 7 2 0
8 -6 5 0
-8 -5 3 0
8 5 1 0
8 -4 1 0
8 3 -2 0
-8 -3 2 0
-8 -3 -1 0
7 -5 -2 0
7 -5 -1 0
-7 3 -1 0
7 2 1 0
7 -2 1 0
-7 2 1 0
6 5 -4 0
6 -4 2 0
6 4 -2 0
-6 -4 2 0
6 3 2 0
-6 -3 1 0
-6 3 -1 0
-6 -2 1 0
-6 2 1 0
-5 4 -3 0
5 4 1 0
-5 2 -1 0
-4 -2 -1 0
