p cnf 15 55
15 13 -12 0
15 -13 11 0
-15 -13 11 0
-15 13 -7 0
15 13 6 0
15 12 -7 0
15 -11 -3 0
-15 10 -3 0
-15 -10 1 0
15 9 -5 0
15 9 5 0
-15 8 -7 0
-15 8 -1 0
15 -6 5 0
15 -6 -2 0
14 -13 -10 0
14 12 -4 0
-14 12 2 0
-14 10 -6 0
14 -9 -5 0
-14 -9 -5 0
14 8 1 0
13 -9 -8 0
-13 8 3 0
13 -8 2 0
-13 -8 -1 0
-13 6 1 0
-13 4 -3 0
13 2 1 0
-12 11 7 0
12 9 -1 0
-12 8 -4 0
-12 -7 1 0
12 3 2 0
-12 3 2 0
-11 10 -7 0
-11 8 4 0
-11 8 2 0
-11 -7 -4 0
-11 7 2 0
11 -5 3 0
-11 -3 -2 0
-11 3 1 0
-10 -9 -3 0
-10 -8 -5 0
10 -8 1 0
-10 -7 3 0
10 4 3 0
9 -6 2 0
9 -3 -1 0
8 -5 -4 0
-7 6 -5 0
-7 -5 4 0
4 -3 -1 0
4 -2 1 0
