p cnf 15 60
15 14 13 0
15 -14 -12 0
15 -14 -10 0
15 14 7 0
15 -14 4 0
-15 -13 -11 0
-15 -12 9 0
15 -12 -4 0
15 11 5 0
-15 -10 -4 0
-15 -9 -5 0
15 8 3 0
15 -5 2 0
-15 4 -1 0
-14 13 -9 0
-14 13 3 0
-14 13 -2 0
14 -11 -6 0
-14 11 6 0
-14 -9 -1 0
14 -5 -3 0
-13 -12 8 0
-13 12 5 0
13 -12 -1 0
-13 11 -8 0
13 -11 -5 0
-13 -11 5 0
13 10 9 0
13 10 2 0
-13 -8 1 0
-13 2 -1 0
12 -11 -1 0
-12 10 8 0
12 8 -7 0
12 -8 -3 0
12 -7 -2 0
12 6 4 0
12 -6 -1 0
11 7 -5 0
11 7 2 0
-11 5 -1 0
11 -5 1 0
10 8 -5 0
10 -8 -4 0
-10 -8 3 0
10 7 -2 0
-10 -7 2 0
10 5 -2 0
9 -8 -4 0
9 8 4 0
9 -8 -3 0
-9 7 6 0
9 -6 4 0
9 -4 3 0
9 3 -1 0
-8 -4 1 0
-7 -5 -1 0
-7 -4 3 0
6 -5 -3 0
-5 -4 1 0
