p cnf 15 68
15 -14 9 0
-15 14 -4 0
-15 11 9 0
-15 -8 -3 0
-15 7 1 0
-14 -12 5 0
14 -12 -2 0
-14 -12 1 0
14 12 1 0
14 11 -8 0
14 11 -2 0
-14 -10 9 0
14 -10 -5 0
-14 9 8 0
-14 -8 3 0
-14 5 -2 0
13 -12 -10 0
-13 12 -10 0
-13 11 6 0
13 9 6 0
-13 -9 5 0
13 -9 3 0
13 8 6 0
-13 7 6 0
-13 -7 -3 0
-13 -6 1 0
13 -6 1 0
-13 5 4 0
13 4 -1 0
13 -3 2 0
-12 10 7 0
12 10 3 0
-12 10 -3 0
12 -9 -6 0
12 9 5 0
-12 8 4 0
-12 -8 -4 0
12 -7 -1 0
12 5 1 0
-12 -4 -3 0
-12 -4 -2 0
12 -4 -1 0
-11 9 -1 0
-10 -8 6 0
10 8 4 0
-10 -8 -3 0
10 8 -1 0
-10 -4 -3 0
10 -3 2 0
10 -2 1 0
-9 -8 -6 0
-9 -8 -2 0
-9 -7 -6 0
-9 7 -4 0
9 7 -4 0
9 7 -3 0
-9 -4 3 0
-9 -3 2 0
8 -6 2 0
-8 -5 3 0
-8 -4 3 0
-7 4 -1 0
-6 5 -3 0
-6 -5 -1 0
-6 4 -2 0
6 3 1 0
-5 -3 2 0
4 2 1 0
