p cnf 13 48
-13 -12 9 0
-13 -12 -7 0
13 -12 -6 0
-13 12 6 0
13 11 -10 0
13 11 -6 0
13 10 -1 0
13 -8 -5 0
-13 -8 4 0
-13 2 1 0
12 11 -9 0
-12 11 -5 0
12 -10 7 0
12 9 -4 0
-12 8 -4 0
12 6 -3 0
12 -3 2 0
-11 -10 7 0
-11 -9 8 0
-11 6 5 0
11 6 2 0
11 5 -2 0
11 -5 -1 0
-10 5 3 0
-10 -5 1 0
10 4 1 0
10 -3 1 0
10 -2 1 0
-9 7 -4 0
9 7 -4 0
9 7 1 0
-9 6 3 0
-9 6 1 0
-8 6 -2 0
-8 -4 3 0
-8 -4 2 0
8 3 2 0
7 6 -3 0
7 -6 -3 0
-7 -6 -1 0
-7 5 2 0
7 5 1 0
7 4 -1 0
-5 4 2 0
-5 -4 -1 0
5 -4 -1 0
-3 -2 -1 0
-3 2 1 0
