p cnf 11 54
11 -10 -3 0
-11 9 -4 0
11 9 4 0
11 -9 -3 0
11 -8 7 0
-11 -8 -7 0
11 7 -6 0
11 -7 3 0
11 -7 -3 0
11 -6 -5 0
11 6 -5 0
-11 6 1 0
10 9 -8 0
-10 -9 7 0
-10 -9 6 0
10 9 -6 0
-10 -9 -4 0
-10 9 -3 0
-10 7 -4 0
10 7 4 0
-10 -6 5 0
-10 6 -3 0
10 6 -3 0
-10 5 -2 0
10 5 1 0
10 -2 -1 0
-10 2 -1 0
-9 8 5 0
-9 8 -5 0
9 8 4 0
-9 8 -3 0
-9 -7 3 0
9 6 3 0
-9 4 -3 0
-9 4 1 0
-8 7 -1 0
-8 6 -5 0
-8 5 -3 0
8 -5 -2 0
8 -4 2 0
-8 4 2 0
8 4 -1 0
8 3 -2 0
7 6 3 0
-7 -5 1 0
7 -4 -3 0
7 -4 1 0
-7 -4 1 0
7 -2 1 0
-6 -5 3 0
-6 -5 1 0
-5 -4 3 0
-4 3 1 0
3 -2 1 0
