p cnf 14 57
14 -13 -10 0
14 -12 -1 0
-14 -11 -6 0
-14 -9 -4 0
-14 -8 -6 0
14 -8 -1 0
14 -7 -5 0
14 -6 -5 0
-14 -6 3 0
-14 -6 2 0
-13 -12 10 0
13 11 -7 0
-13 -11 4 0
-13 11 -2 0
-13 -10 -8 0
-13 10 8 0
13 -10 -2 0
-13 -10 -2 0
13 -8 4 0
13 -8 -3 0
13 7 -1 0
13 -6 1 0
-13 -5 4 0
13 -5 -2 0
13 4 -3 0
12 -11 5 0
-12 10 -7 0
-12 10 5 0
12 9 7 0
12 -9 4 0
12 4 -3 0
12 -4 -1 0
-12 -2 1 0
-11 -10 4 0
11 -8 -2 0
11 7 -2 0
11 6 -3 0
-11 -4 1 0
10 -9 5 0
10 8 -4 0
10 -8 -3 0
10 7 6 0
10 -6 -2 0
-10 4 2 0
9 8 -1 0
9 -7 6 0
-9 7 4 0
9 5 -3 0
-9 4 -1 0
-8 -6 1 0
8 3 1 0
7 -6 -5 0
7 5 -4 0
7 -5 2 0
7 5 2 0
-7 -3 2 0
-5 -4 1 0
