p cnf 14 63
14 13 -9 0
14 13 -3 0
14 13 1 0
14 12 -10 0
14 12 1 0
14 -11 10 0
-14 -11 -6 0
-14 11 3 0
14 10 -3 0
14 9 4 0
-14 -8 2 0
-14 6 5 0
14 -3 2 0
13 12 -10 0
13 12 7 0
-13 11 -7 0
13 11 6 0
-13 10 5 0
13 -10 -1 0
13 -7 -2 0
-13 7 -2 0
13 -6 3 0
-13 5 -3 0
13 -5 -3 0
-12 -11 -5 0
-12 10 -9 0
12 -10 -6 0
-12 10 2 0
12 9 -8 0
-12 -9 4 0
12 9 2 0
-12 -9 1 0
12 -8 -2 0
-12 -7 -3 0
12 -6 5 0
-11 10 7 0
-11 -10 5 0
-11 9 -2 0
11 8 -7 0
-11 -8 -6 0
-11 8 -4 0
11 -3 -2 0
11 3 1 0
-10 -9 -4 0
-10 8 5 0
10 6 2 0
10 4 -2 0
-10 4 1 0
10 -2 1 0
-10 2 1 0
-9 -8 1 0
-9 -3 -2 0
8 7 3 0
-8 -7 -2 0
-8 -6 -5 0
7 -6 3 0
7 5 1 0
7 -2 1 0
7 2 1 0
-6 3 -2 0
5 3 2 0
-5 3 2 0
-5 3 -1 0
