p cnf 13 56
13 -11 -9 0
-13 11 8 0
-13 11 -3 0
-13 -10 9 0
-13 -10 7 0
13 -10 -7 0
13 -8 -7 0
-13 8 -4 0
13 -8 4 0
-13 -6 -2 0
-13 5 -2 0
-12 11 -7 0
12 11 7 0
-12 11 -1 0
-12 10 -3 0
12 -9 6 0
12 9 -3 0
12 8 -5 0
12 -7 6 0
12 7 1 0
12 2 -1 0
11 10 2 0
11 -9 2 0
11 9 1 0
-11 -8 -4 0
-11 -7 5 0
-11 7 1 0
11 -6 -4 0
11 4 3 0
11 -3 1 0
10 9 6 0
-10 -7 6 0
-10 -6 5 0
10 -6 5 0
10 6 1 0
10 -6 -1 0
10 4 3 0
10 -2 1 0
-9 -8 6 0
-9 8 -4 0
9 8 -4 0
-9 -8 4 0
-9 8 1 0
-9 -8 1 0
-9 -7 -1 0
-9 -2 1 0
8 -6 -5 0
8 6 -3 0
-8 -3 2 0
-7 -4 2 0
-7 -4 -1 0
-7 -3 1 0
-7 2 -1 0
6 5 1 0
6 4 1 0
-5 2 1 0
