p cnf 12 48
12 -11 6 0
12 11 -3 0
12 -10 6 0
12 -9 1 0
12 8 5 0
12 8 -5 0
12 7 -4 0
-12 7 3 0
-12 6 -4 0
12 -6 -2 0
11 -10 -8 0
-11 10 -6 0
11 9 7 0
-11 -9 4 0
11 9 -2 0
-11 -8 -1 0
11 -7 -2 0
11 -5 -1 0
-11 2 1 0
10 -9 2 0
-10 -9 2 0
-10 -9 -2 0
-10 -7 4 0
10 -7 1 0
10 -5 -4 0
-10 5 3 0
-10 -3 2 0
9 -8 -6 0
-9 7 -4 0
-9 6 4 0
-9 6 -3 0
-9 -4 -3 0
-8 -6 -4 0
8 -6 -3 0
8 6 -2 0
-8 -6 1 0
8 5 4 0
-8 5 -1 0
8 -3 -2 0
7 -6 -3 0
7 6 -3 0
7 -6 -2 0
7 5 2 0
-6 -5 2 0
-6 5 2 0
-4 3 2 0
4 3 2 0
3 -2 -1 0
