p cnf 15 84
-15 14 -11 0
-15 14 6 0
15 13 -4 0
-15 11 -9 0
-15 -11 -7 0
-15 -9 5 0
-15 -8 -4 0
15 7 -2 0
15 -6 4 0
-15 6 2 0
-15 -6 -1 0
-15 4 -2 0
14 13 12 0
-14 13 -9 0
-14 13 -1 0
14 -12 9 0
-14 -12 7 0
-14 -10 -6 0
14 -10 3 0
14 -10 2 0
-14 5 2 0
-13 -12 -10 0
13 12 10 0
-13 12 10 0
13 12 -6 0
-13 12 1 0
-13 -11 -8 0
-13 -10 9 0
-13 10 -7 0
13 10 3 0
-13 10 3 0
13 9 -5 0
13 8 1 0
-13 7 -2 0
13 -6 -4 0
-13 2 1 0
-12 11 -4 0
-12 -11 3 0
12 10 5 0
12 -10 1 0
12 -9 5 0
-12 8 -4 0
12 -7 -5 0
-12 3 2 0
11 10 -6 0
-11 10 -2 0
-11 9 -8 0
11 9 -1 0
11 8 6 0
11 8 1 0
-11 7 2 0
11 6 -4 0
11 -5 1 0
-11 -4 -2 0
11 -4 1 0
-11 4 -1 0
11 3 -1 0
-11 -2 -1 0
-11 2 1 0
-10 9 6 0
-10 -9 -5 0
10 8 4 0
10 7 4 0
10 7 3 0
-10 -7 3 0
10 6 -3 0
10 5 1 0
-9 8 -2 0
9 -7 -1 0
9 6 -4 0
9 -6 -3 0
9 3 2 0
-9 3 2 0
-8 7 3 0
8 7 -3 0
8 -7 -2 0
8 6 5 0
-8 -4 2 0
8 -3 2 0
8 2 -1 0
-7 6 4 0
7 -4 -2 0
6 3 -1 0
-5 3 -1 0
