p cnf 15 86
15 -14 6 0
15 14 -3 0
-15 -13 11 0
15 -13 7 0
15 -13 -4 0
15 -12 7 0
-15 -12 -3 0
15 12 2 0
-15 12 2 0
-15 10 9 0
15 10 5 0
-15 -9 -1 0
15 -8 -7 0
15 -8 4 0
15 -6 -4 0
-15 -6 -3 0
-15 5 -4 0
-15 4 3 0
-14 -13 -6 0
14 -13 4 0
-14 -13 -3 0
-14 -12 -10 0
14 -12 8 0
14 12 6 0
-14 12 -2 0
14 -11 -10 0
14 -11 8 0
14 11 1 0
14 11 -1 0
-14 -10 6 0
14 -10 5 0
-14 10 3 0
14 8 -7 0
14 -8 -7 0
14 -8 -3 0
-14 -8 2 0
-14 8 -1 0
-14 7 -5 0
14 6 4 0
14 -5 -3 0
-14 5 -1 0
13 -12 11 0
13 -12 -8 0
-13 12 -6 0
-13 -10 9 0
13 -10 -8 0
13 -10 8 0
-13 -10 -7 0
-13 -8 2 0
-13 -6 -5 0
13 6 -5 0
13 6 1 0
12 11 1 0
12 10 7 0
12 10 3 0
-12 -10 -2 0
-12 -9 -5 0
-11 -10 9 0
11 10 8 0
11 10 -6 0
-11 -9 -2 0
11 -8 3 0
-11 7 2 0
-11 5 4 0
11 -3 -2 0
11 -3 -1 0
11 2 1 0
10 9 4 0
-10 -9 -1 0
-10 5 3 0
-10 -4 -3 0
-10 4 2 0
-9 -8 6 0
-9 -8 -2 0
9 -7 5 0
-9 7 -4 0
9 -5 1 0
9 2 1 0
8 7 6 0
-8 6 5 0
8 2 1 0
-7 6 -3 0
-7 3 1 0
6 -5 -4 0
6 5 -3 0
4 -3 2 0
