p cnf 14 67
-14 -13 -9 0
14 -13 5 0
-14 -12 -11 0
-14 -12 7 0
-14 12 3 0
14 -10 -8 0
14 10 6 0
14 -9 -7 0
14 7 -4 0
-14 4 2 0
13 -12 8 0
13 12 7 0
-13 12 -2 0
13 11 5 0
-13 11 3 0
13 11 -2 0
-13 10 9 0
-13 10 6 0
-13 8 3 0
13 -7 -5 0
13 7 5 0
-13 -7 4 0
-13 7 3 0
-13 -6 -3 0
-13 5 -2 0
12 -11 -4 0
12 10 -8 0
-12 -10 4 0
12 -10 2 0
-12 10 2 0
-12 -9 -8 0
-12 7 -6 0
-12 -7 5 0
-12 -7 3 0
12 -6 3 0
-12 -4 -2 0
12 -3 -2 0
-12 -3 -2 0
-12 3 -2 0
-11 10 -8 0
11 9 -7 0
11 8 -5 0
11 -2 -1 0
-10 -9 -7 0
-10 9 -4 0
-10 9 -3 0
10 -8 6 0
-9 -7 3 0
9 -5 4 0
-9 -5 -3 0
-9 4 2 0
8 7 2 0
-8 6 -1 0
8 6 1 0
-8 -5 4 0
8 4 -1 0
8 -3 -2 0
7 -6 -3 0
7 -6 -2 0
7 5 3 0
-7 5 -3 0
6 4 1 0
5 -4 3 0
5 -2 1 0
-4 3 2 0
-4 2 -1 0
3 -2 -1 0
