p cnf 13 55
-13 -12 -10 0
13 12 -9 0
-13 -12 4 0
13 -11 4 0
-13 -9 3 0
-13 7 4 0
13 7 2 0
-13 5 -2 0
13 -4 3 0
-12 -11 -10 0
12 -11 3 0
12 10 -4 0
12 8 6 0
12 -8 -6 0
-12 -8 -5 0
-12 -8 -4 0
-12 -8 -1 0
12 -7 -3 0
-12 -5 2 0
-12 -5 -2 0
11 10 -6 0
-11 -9 6 0
-11 8 6 0
-11 8 -6 0
-11 8 5 0
11 -8 -2 0
-11 -7 6 0
-11 -7 3 0
11 6 4 0
-11 6 -3 0
-11 -6 -1 0
-11 -3 2 0
-10 9 8 0
-10 -9 -3 0
10 9 2 0
10 8 -5 0
10 8 1 0
10 7 -3 0
-10 -6 3 0
10 -5 3 0
10 5 -3 0
10 -4 2 0
10 -3 -2 0
9 -7 6 0
9 -7 5 0
-9 7 -3 0
-9 -2 -1 0
8 -7 5 0
-8 7 -3 0
7 -6 -3 0
7 6 3 0
7 -6 -2 0
-7 5 1 0
-6 -5 -1 0
6 -4 -2 0
