p cnf 13 57
13 -12 6 0
-13 11 2 0
13 -10 -4 0
-13 10 4 0
13 -9 6 0
13 9 -3 0
-13 -9 1 0
13 -8 7 0
-13 -8 6 0
-13 8 6 0
-13 8 5 0
-13 -8 -2 0
-13 6 3 0
13 5 3 0
12 11 -7 0
-12 -11 -4 0
12 10 -3 0
-12 -10 2 0
-12 9 4 0
-12 8 6 0
-12 -8 3 0
-12 8 2 0
12 6 -5 0
-12 5 2 0
-11 8 7 0
-11 -7 -5 0
-11 7 2 0
-11 5 -2 0
-11 -4 -1 0
-11 -2 -1 0
-10 9 5 0
10 8 7 0
10 8 -7 0
-10 -8 -4 0
-10 -7 -5 0
-10 7 2 0
10 -6 -3 0
-10 5 2 0
-10 -3 -2 0
10 2 1 0
-9 -6 3 0
-9 5 -2 0
-9 -5 1 0
9 -4 -1 0
9 -3 -2 0
9 3 2 0
-8 7 -1 0
-8 4 2 0
8 4 -1 0
-8 2 1 0
-7 6 2 0
-7 -5 -4 0
7 -4 3 0
7 -4 -1 0
6 2 -1 0
5 -3 -1 0
5 -2 -1 0
