p cnf 15 74
15 -14 -1 0
-15 13 -11 0
-15 -13 11 0
15 13 -10 0
15 13 -9 0
15 13 -7 0
15 13 -6 0
15 -12 10 0
15 12 -8 0
-15 10 -2 0
-15 -9 -8 0
15 9 -2 0
15 4 1 0
15 3 -2 0
-14 -13 9 0
-14 13 1 0
-14 12 7 0
-14 -12 -2 0
-14 12 -2 0
-14 -11 9 0
-14 11 -8 0
-14 11 5 0
14 10 1 0
14 -9 -8 0
-14 -9 6 0
-14 9 5 0
14 -9 -1 0
14 7 -6 0
14 5 -2 0
13 11 -1 0
-13 -10 -7 0
13 10 2 0
13 -9 1 0
-13 -8 -6 0
13 -7 -6 0
13 7 6 0
-13 7 6 0
-13 -7 5 0
13 -6 3 0
-13 5 -3 0
13 -4 3 0
12 11 -7 0
-12 -11 -4 0
12 11 -2 0
12 10 4 0
12 10 1 0
12 -9 -2 0
-12 -9 2 0
12 9 -1 0
-11 -10 -9 0
11 10 -4 0
11 -10 -2 0
-11 -7 -6 0
10 -9 -3 0
10 -8 3 0
10 -8 2 0
-10 6 -2 0
-10 -4 3 0
-10 -4 -1 0
-10 -2 1 0
-9 -8 7 0
-9 8 3 0
-9 -7 6 0
-9 7 3 0
9 -3 -2 0
8 -6 -4 0
-8 -6 2 0
8 -6 -2 0
-8 6 1 0
8 -6 1 0
-8 -3 2 0
-7 5 -2 0
-6 5 3 0
-5 4 -3 0
