p cnf 15 111
-15 14 -13 0
15 -14 -12 0
-15 -14 8 0
-15 -14 -5 0
15 -14 -1 0
15 13 -12 0
15 13 -11 0
-15 13 5 0
-15 -13 -2 0
15 12 -10 0
-15 12 9 0
15 -10 -7 0
15 9 -4 0
15 -9 3 0
-15 -7 -5 0
15 -7 -2 0
15 7 -2 0
15 -5 -1 0
15 -4 -2 0
-15 -2 1 0
-14 13 8 0
14 -13 3 0
14 12 -9 0
-14 12 7 0
14 -12 -2 0
-14 11 -2 0
-14 -10 7 0
14 -10 -6 0
-14 10 4 0
-14 -10 3 0
14 9 7 0
14 -9 3 0
14 8 -6 0
-14 -8 4 0
-14 8 -3 0
14 7 6 0
14 -7 1 0
14 6 4 0
14 -4 -2 0
14 4 1 0
-14 3 1 0
-13 -12 10 0
-13 -11 9 0
-13 -11 -8 0
-13 -11 7 0
-13 11 2 0
13 -11 2 0
-13 -11 1 0
-13 9 -8 0
13 -8 3 0
13 8 -3 0
-13 -8 -2 0
13 8 -1 0
13 7 5 0
13 7 -1 0
13 4 -3 0
-12 -11 8 0
12 -11 3 0
-12 -10 -7 0
12 10 -5 0
-12 10 -2 0
12 10 2 0
-12 9 7 0
12 9 -6 0
12 8 2 0
-12 8 2 0
-12 8 1 0
-12 7 6 0
12 7 -2 0
12 6 -4 0
12 5 -4 0
-12 -2 1 0
11 -10 -5 0
11 -10 -4 0
11 -9 3 0
-11 -8 6 0
-11 -8 -6 0
-11 -8 3 0
-11 -6 1 0
11 5 -1 0
-11 3 1 0
-11 -3 1 0
10 9 4 0
-10 -8 4 0
-10 7 6 0
10 7 -6 0
10 -6 -3 0
10 -6 -2 0
10 -4 -1 0
10 4 -1 0
-10 4 1 0
-10 -3 2 0
9 -7 5 0
9 7 -5 0
-9 7 -3 0
9 -6 -5 0
-9 6 5 0
9 6 3 0
-9 5 2 0
9 4 -3 0
9 -4 -3 0
-8 7 -6 0
-7 -6 -3 0
7 -6 -2 0
7 4 1 0
-7 -3 2 0
7 -3 2 0
-6 4 -1 0
6 -3 -2 0
-6 3 -1 0
6 -2 1 0
