p cnf 15 58
15 13 -9 0
15 -11 -10 0
15 -10 6 0
-15 10 -5 0
-15 10 3 0
15 -8 -5 0
-15 -8 -4 0
15 7 -5 0
-15 5 -4 0
-15 3 -2 0
-14 13 -7 0
-14 13 -4 0
-14 10 -5 0
-14 -10 4 0
14 9 -5 0
14 9 -3 0
14 5 -2 0
13 -11 9 0
-13 11 8 0
13 11 4 0
-13 -10 8 0
-13 9 6 0
-13 -8 -2 0
-13 7 3 0
-13 6 3 0
13 5 -3 0
13 -5 -2 0
13 -4 -2 0
-12 10 -8 0
12 -10 1 0
12 -8 -5 0
-12 5 -1 0
11 9 -8 0
-11 -9 3 0
-11 -8 -2 0
-11 7 5 0
11 -3 -2 0
-10 -8 -5 0
10 -7 2 0
10 -6 1 0
-9 8 -1 0
-9 7 4 0
-9 6 5 0
8 7 6 0
8 7 4 0
8 -4 2 0
8 -3 2 0
-8 -3 1 0
8 3 1 0
8 2 1 0
-7 5 -3 0
7 3 -2 0
-7 2 1 0
-6 -4 -3 0
-6 -4 -1 0
6 -3 2 0
-5 -2 1 0
-4 -3 1 0
