p cnf 15 48
-15 -14 -9 0
15 14 5 0
15 14 2 0
15 -12 11 0
15 11 8 0
-15 -11 2 0
-15 -10 3 0
-15 -9 6 0
15 -8 -7 0
15 8 -5 0
15 -8 3 0
-15 -7 4 0
-15 7 1 0
-15 3 -1 0
-14 -13 7 0
14 12 3 0
-14 10 4 0
-14 -5 2 0
14 -2 -1 0
13 11 -1 0
-13 -10 8 0
13 10 -6 0
-13 -9 -8 0
13 6 -4 0
13 6 1 0
-13 5 1 0
-13 -4 1 0
13 -3 -2 0
12 -11 2 0
-12 -6 -3 0
11 -10 8 0
-11 9 -6 0
11 -7 4 0
-11 5 3 0
10 -7 4 0
10 -7 -3 0
10 5 -2 0
10 2 1 0
9 -8 -2 0
9 7 -5 0
9 5 4 0
9 5 -2 0
9 5 -1 0
-8 -7 -3 0
8 -5 -3 0
-7 5 -2 0
5 -4 3 0
-3 -2 1 0
