p cnf 15 112
15 13 9 0
15 -12 8 0
15 -11 -9 0
-15 11 -8 0
-15 11 -5 0
15 -11 -4 0
15 -10 -8 0
-15 -9 -6 0
15 -9 6 0
15 -9 2 0
-15 -9 -1 0
-15 -8 5 0
-15 7 -2 0
-15 6 4 0
-15 -6 2 0
14 -13 10 0
14 -13 -2 0
-14 -12 9 0
-14 11 3 0
-14 -10 7 0
-14 -10 2 0
-14 -9 8 0
-14 -9 6 0
-14 -9 3 0
14 -9 -3 0
14 -7 6 0
-14 7 4 0
14 -7 3 0
-14 -6 4 0
14 -6 1 0
-13 12 -8 0
13 12 -3 0
-13 -12 2 0
13 -11 10 0
-13 -11 -5 0
-13 11 -2 0
-13 -10 8 0
13 9 1 0
-13 -8 -6 0
13 -8 -4 0
13 -8 -2 0
-13 5 3 0
-13 -4 2 0
13 -4 1 0
-12 -11 -10 0
12 11 -8 0
-12 -11 5 0
12 -11 2 0
12 11 1 0
12 10 9 0
12 -10 6 0
-12 10 -3 0
12 -10 -3 0
12 -9 6 0
12 -9 4 0
-12 7 6 0
-12 -7 -5 0
12 7 4 0
-12 -7 -3 0
-12 6 -1 0
-12 -5 2 0
12 -4 -3 0
12 -4 2 0
12 -4 -1 0
-11 -10 8 0
-11 10 6 0
-11 10 -6 0
-11 9 -7 0
-11 -8 7 0
-11 8 -3 0
-11 6 4 0
-11 -6 -4 0
-11 -6 2 0
-11 -6 1 0
-11 -4 1 0
-11 3 -1 0
-10 -9 -6 0
10 9 1 0
10 -9 1 0
10 8 7 0
-10 8 -5 0
-10 -7 -5 0
-10 6 2 0
-10 5 4 0
-10 5 -4 0
-10 -5 -2 0
-10 -5 2 0
10 5 -1 0
10 -3 -1 0
10 -2 1 0
9 -8 -7 0
-9 -8 6 0
-9 -7 4 0
9 7 3 0
9 -7 -2 0
9 6 -5 0
9 -6 1 0
9 5 4 0
-9 -3 -1 0
-8 6 2 0
-8 5 1 0
8 4 2 0
8 4 -1 0
-7 -6 4 0
7 6 3 0
-7 -4 -3 0
7 4 -2 0
-7 4 1 0
-6 4 2 0
6 -4 -1 0
5 -4 1 0
5 -3 -2 0
