p cnf 14 47
-14 13 -5 0
-14 -13 -3 0
14 -12 -2 0
-14 11 4 0
-14 10 4 0
-14 -9 8 0
14 9 -5 0
-14 -9 5 0
14 8 -4 0
14 -6 -5 0
13 12 9 0
13 -12 -5 0
13 -11 -10 0
13 11 6 0
-13 -9 -1 0
13 -5 2 0
13 3 -2 0
-12 11 -8 0
-12 -11 -4 0
12 -10 7 0
12 10 -7 0
12 -9 8 0
-12 9 -8 0
12 -8 -3 0
12 -8 -1 0
-12 -7 3 0
-11 10 -4 0
11 10 2 0
-11 7 1 0
11 6 2 0
-11 -3 1 0
-11 3 -1 0
10 9 5 0
10 9 -3 0
10 -8 -1 0
10 -7 3 0
10 6 4 0
10 -6 3 0
-9 8 5 0
9 5 2 0
9 4 -1 0
-8 -7 -3 0
7 -5 4 0
-7 5 -1 0
-6 5 4 0
-5 3 -2 0
-4 -3 1 0
