p cnf 15 76
-15 -14 13 0
-15 13 10 0
15 13 2 0
-15 -12 -6 0
-15 12 -6 0
15 -12 -5 0
15 11 -5 0
-15 -10 2 0
15 8 1 0
15 -5 3 0
-14 13 -11 0
-14 13 -8 0
14 12 -10 0
14 -12 8 0
-14 11 9 0
-14 11 -2 0
-14 -10 -7 0
14 -10 1 0
-14 10 1 0
-14 8 -6 0
-14 -7 -1 0
-14 6 4 0
-14 -5 4 0
-14 5 2 0
-13 12 -11 0
-13 -12 11 0
13 -11 -5 0
-13 10 -8 0
-13 10 8 0
13 10 -7 0
13 -10 2 0
13 -10 -1 0
13 -10 1 0
13 -9 8 0
13 9 6 0
-13 -9 3 0
13 -9 3 0
-13 -8 5 0
-13 8 -2 0
-13 6 -3 0
13 6 -1 0
13 -5 -2 0
-13 4 2 0
-12 11 4 0
-12 -11 -2 0
12 10 9 0
-12 10 -4 0
-12 -8 -1 0
-12 -5 -3 0
-11 -10 9 0
11 10 -6 0
-11 -9 -8 0
-11 9 6 0
-11 8 4 0
11 7 4 0
11 7 -4 0
10 6 -1 0
10 -5 3 0
10 -5 -2 0
10 4 -3 0
9 8 6 0
-9 8 4 0
-9 -7 -1 0
-9 2 -1 0
8 -7 -4 0
-8 -7 -3 0
-8 -6 -5 0
8 -6 3 0
-8 5 -4 0
7 6 1 0
-7 -5 -2 0
-7 -4 -1 0
6 4 2 0
5 4 1 0
5 -3 -1 0
4 -2 -1 0
