p cnf 14 48
14 13 8 0
-14 13 -7 0
14 -13 -5 0
-14 -13 2 0
-14 12 -11 0
14 12 3 0
-14 9 -8 0
-14 -9 7 0
-14 -8 -6 0
13 12 8 0
13 -12 5 0
13 10 8 0
13 9 7 0
-13 8 2 0
-13 5 3 0
-12 10 5 0
-12 8 -5 0
12 -8 -4 0
-12 6 3 0
12 -6 1 0
-12 -2 -1 0
-11 10 7 0
11 10 -6 0
-11 -9 -8 0
11 -9 4 0
11 9 3 0
-11 9 1 0
-11 8 -4 0
11 -2 1 0
10 9 5 0
10 8 2 0
10 -7 4 0
-10 7 -4 0
-10 -6 5 0
-10 6 5 0
10 -5 1 0
10 4 2 0
-9 -8 7 0
-8 -7 6 0
8 -7 -2 0
8 -6 -3 0
8 4 2 0
-8 3 -1 0
7 -5 2 0
7 5 -1 0
7 4 -1 0
7 -3 2 0
6 -4 3 0
