p cnf 14 70
14 -13 12 0
14 13 -7 0
14 -13 -5 0
-14 -12 8 0
-14 -12 3 0
-14 12 -2 0
-14 -11 7 0
-14 11 -5 0
14 11 -2 0
14 -6 -1 0
14 -5 -4 0
-14 -5 -2 0
-14 5 1 0
-14 -4 -2 0
14 -3 -2 0
-13 12 -6 0
13 11 -10 0
-13 -11 9 0
13 -10 6 0
-13 -10 2 0
13 8 -5 0
13 -8 2 0
13 -6 -4 0
-13 5 3 0
13 -3 1 0
13 2 1 0
12 -10 -6 0
-12 -10 -2 0
12 10 -1 0
12 -9 -4 0
12 9 -1 0
12 -9 -1 0
12 8 7 0
12 8 -4 0
-12 -8 -3 0
-12 6 -3 0
12 5 -1 0
12 4 3 0
-12 -3 1 0
-12 -3 -1 0
-11 10 -9 0
11 10 -9 0
11 10 8 0
11 -10 7 0
-11 10 2 0
-11 -8 5 0
-11 6 3 0
11 5 -4 0
-11 4 1 0
-10 9 -8 0
10 9 5 0
10 -9 2 0
-10 9 2 0
10 9 1 0
10 -7 -4 0
-10 -7 -3 0
10 6 1 0
-10 -3 -1 0
-9 -7 4 0
9 -7 -1 0
-9 -6 -1 0
9 5 2 0
9 -3 1 0
-8 7 4 0
-8 6 4 0
-7 -6 2 0
-7 -6 -1 0
-7 -5 3 0
5 -4 1 0
5 -4 -1 0
