p cnf 13 49
-13 -12 11 0
13 -12 9 0
-13 -10 -2 0
13 9 -6 0
13 -9 4 0
-13 -8 -6 0
-13 8 5 0
13 7 -2 0
-13 -4 2 0
-12 -11 9 0
-12 10 5 0
-12 -10 -4 0
-12 10 -4 0
12 9 -7 0
12 9 -3 0
-12 8 -4 0
-12 8 2 0
-12 -7 5 0
12 -7 1 0
12 -5 1 0
12 4 2 0
12 -3 1 0
-11 10 -6 0
-11 -9 -6 0
-11 8 2 0
-11 7 -2 0
-11 6 -1 0
-11 4 -3 0
-10 -9 7 0
10 7 -5 0
-10 -7 1 0
-10 -7 -1 0
10 6 -5 0
10 6 -1 0
-10 3 2 0
-9 -8 1 0
9 6 -4 0
-9 -6 4 0
9 5 -4 0
-9 -2 -1 0
-8 -7 -6 0
8 -7 -5 0
8 7 -4 0
-8 -5 2 0
8 -4 -2 0
-7 3 1 0
-6 -4 2 0
-6 3 2 0
5 3 2 0
