p cnf 15 115
-15 14 12 0
15 -14 11 0
15 -14 -6 0
15 13 -11 0
15 13 -8 0
-15 13 -7 0
-15 -13 -7 0
15 12 4 0
15 11 -6 0
15 -11 -1 0
-15 -10 -7 0
15 10 -4 0
-15 10 -3 0
15 -10 -3 0
-15 -9 8 0
-15 9 7 0
15 9 4 0
15 -8 -4 0
15 -8 -3 0
15 -7 -6 0
-15 7 5 0
15 -7 -2 0
-15 6 -4 0
-15 -5 3 0
15 -3 -2 0
-15 -2 1 0
-15 -2 -1 0
-14 -13 -4 0
14 -12 -4 0
-14 -11 -10 0
-14 -11 -8 0
14 11 6 0
-14 11 4 0
14 11 -2 0
-14 10 -3 0
14 9 7 0
-14 9 -7 0
14 9 4 0
-14 -9 4 0
14 8 -4 0
-14 8 -1 0
14 -6 -4 0
-14 6 1 0
-14 4 -2 0
14 -2 -1 0
-13 12 -5 0
-13 -12 1 0
13 -11 5 0
13 11 -4 0
-13 -10 -9 0
13 9 8 0
-13 9 -8 0
13 -9 3 0
13 -9 -2 0
-13 8 -2 0
13 -3 -1 0
-12 11 7 0
12 10 -9 0
12 -10 -5 0
12 -10 -1 0
12 -9 7 0
-12 -9 5 0
12 -8 -3 0
-12 -7 2 0
-12 7 -1 0
12 7 -1 0
12 7 1 0
-12 -6 -1 0
-12 -5 -4 0
12 5 2 0
-12 5 1 0
-12 4 -1 0
11 10 1 0
11 -10 1 0
-11 -9 4 0
-11 -7 5 0
11 7 1 0
-11 5 3 0
-11 5 1 0
-11 4 -1 0
-11 -3 -2 0
-11 3 2 0
11 2 -1 0
10 9 -7 0
10 9 3 0
-10 8 -4 0
10 -6 5 0
10 5 -2 0
-10 5 2 0
-10 -4 3 0
9 -8 6 0
-9 8 1 0
-9 -7 5 0
-9 7 1 0
-9 -6 -4 0
9 6 -2 0
9 6 -1 0
9 -5 4 0
-9 5 2 0
-9 5 -1 0
-9 -4 -1 0
-9 2 -1 0
-8 -7 -2 0
-8 -6 -3 0
-8 6 -2 0
8 -5 4 0
-8 3 2 0
7 -2 -1 0
-6 5 2 0
6 5 -1 0
6 4 2 0
-6 -4 1 0
-5 -4 -2 0
-5 -3 1 0
-4 -3 1 0
