p cnf 15 79
15 -14 -7 0
15 14 6 0
15 14 3 0
-15 13 -12 0
15 13 10 0
-15 -13 6 0
15 -12 9 0
15 10 6 0
15 -10 -5 0
15 10 -4 0
-15 -8 -7 0
15 -8 -4 0
-15 8 -2 0
15 7 -4 0
15 -7 1 0
15 5 3 0
15 -5 2 0
15 4 2 0
15 -3 1 0
-14 13 12 0
-14 13 11 0
-14 -11 5 0
-14 9 -8 0
-14 9 -3 0
14 -8 -4 0
14 6 3 0
14 -5 3 0
14 -5 -2 0
-14 4 1 0
14 3 -2 0
-13 12 -7 0
13 -12 5 0
-13 12 -3 0
13 -12 1 0
-13 -12 -1 0
13 -11 9 0
13 -10 1 0
-13 -9 -8 0
-13 -6 4 0
-13 -5 3 0
-12 11 1 0
-12 -9 -1 0
12 -8 3 0
-12 -7 2 0
12 -6 -5 0
-12 -6 3 0
-11 -10 3 0
-11 -10 -2 0
11 -9 -3 0
11 9 1 0
11 7 6 0
-11 7 -1 0
-11 6 -5 0
-11 -5 3 0
11 3 -2 0
-11 -2 -1 0
-10 9 -2 0
-10 9 -1 0
10 -8 4 0
-10 -6 2 0
10 5 -4 0
10 4 1 0
-9 8 -5 0
-9 8 3 0
9 -8 -2 0
-9 7 4 0
9 6 1 0
-9 -5 1 0
-8 6 4 0
8 -6 4 0
8 6 1 0
-8 6 1 0
-8 -4 2 0
-7 -5 2 0
-6 5 -4 0
6 4 3 0
5 -2 1 0
4 -2 -1 0
-3 -2 1 0
