p cnf 14 63
14 -13 5 0
-14 13 -1 0
14 12 1 0
14 -11 -3 0
-14 11 1 0
14 10 3 0
14 9 -7 0
14 -9 6 0
14 -7 -6 0
14 6 -1 0
14 6 1 0
13 -12 -2 0
-13 12 1 0
13 -11 9 0
13 11 6 0
-13 -11 -2 0
13 9 -4 0
13 -8 5 0
13 -8 2 0
-13 5 1 0
13 -4 3 0
13 -2 -1 0
12 11 6 0
-12 -11 5 0
12 10 -4 0
12 9 8 0
12 9 2 0
12 8 7 0
-12 -8 -1 0
12 6 1 0
-12 -2 -1 0
-11 -9 -8 0
-11 9 7 0
11 9 1 0
11 -8 -3 0
11 -7 5 0
11 6 5 0
11 5 2 0
-11 3 2 0
11 2 1 0
-10 9 -8 0
10 -7 3 0
10 -6 -2 0
10 -6 -1 0
-10 -5 -4 0
10 -3 -2 0
9 -8 -7 0
9 -8 1 0
9 -6 2 0
9 -4 2 0
-9 -3 -1 0
-8 -7 -6 0
7 6 -5 0
-7 -6 2 0
7 5 -3 0
7 -4 3 0
6 5 -4 0
6 -5 -2 0
-6 4 2 0
-6 -3 -1 0
-5 4 -2 0
5 -3 2 0
4 -3 -1 0
