p cnf 14 78
-14 -13 11 0
-14 13 11 0
-14 11 10 0
-14 11 7 0
-14 11 5 0
-14 -9 2 0
-14 -8 -3 0
14 -8 -1 0
-14 -8 -1 0
14 7 -2 0
14 -6 -4 0
-14 -5 4 0
-14 5 -3 0
14 -4 -3 0
-14 -4 -2 0
14 4 -1 0
14 3 -1 0
-13 12 -10 0
-13 -12 6 0
13 -12 -6 0
-13 -12 5 0
13 -12 -4 0
-13 -12 -2 0
13 -12 2 0
13 12 1 0
13 -11 -6 0
13 -11 1 0
13 10 4 0
13 -9 8 0
13 -9 -4 0
13 -8 7 0
-13 -8 2 0
-13 7 6 0
13 -7 -5 0
13 7 -4 0
13 -5 4 0
-13 3 -1 0
12 9 -5 0
12 8 -7 0
12 -8 1 0
-12 7 6 0
12 -6 3 0
12 -6 1 0
-11 -10 4 0
11 10 -4 0
-11 -10 -1 0
11 -9 -7 0
11 -9 -1 0
11 -8 7 0
11 -8 3 0
-11 -6 4 0
-11 -6 3 0
-11 -4 3 0
-10 9 -5 0
10 -9 4 0
10 -7 3 0
10 7 -3 0
-10 6 -3 0
-10 5 -1 0
9 8 7 0
-9 -8 -2 0
9 7 -6 0
9 -6 2 0
-9 4 1 0
9 4 1 0
8 7 -6 0
-8 -7 1 0
8 6 -3 0
-8 -4 -2 0
8 4 1 0
8 3 1 0
7 6 -1 0
7 -5 3 0
-6 -5 -2 0
-6 5 -2 0
-6 -4 -1 0
-6 3 1 0
-4 3 -1 0
