p cnf 13 97
13 -12 -6 0
-13 12 -4 0
13 12 1 0
13 -11 10 0
-13 -11 8 0
13 -11 4 0
13 11 1 0
-13 -10 5 0
13 9 -7 0
13 8 -6 0
13 -8 -4 0
-13 -8 -3 0
13 -8 -2 0
-13 -8 2 0
-13 -8 1 0
13 7 3 0
-13 -7 -2 0
-13 -6 4 0
13 6 -1 0
-13 6 -1 0
13 -5 -2 0
13 4 -1 0
-13 -2 -1 0
-12 -11 -8 0
12 -11 -5 0
-12 -10 -9 0
-12 10 -9 0
-12 -10 9 0
-12 -10 6 0
12 9 -7 0
12 -8 -6 0
-12 8 3 0
-12 8 -1 0
12 7 -6 0
-12 -7 -6 0
12 7 -2 0
12 -6 1 0
-12 -4 -3 0
-11 10 9 0
-11 10 -8 0
-11 -10 -8 0
11 -10 -3 0
-11 9 -8 0
-11 -9 7 0
-11 9 -4 0
11 9 3 0
11 8 -5 0
11 -8 -2 0
11 -7 6 0
-11 -7 6 0
11 6 -4 0
-11 -6 2 0
-11 6 2 0
11 5 2 0
-11 -4 -3 0
11 3 1 0
10 -9 4 0
10 -9 1 0
-10 -8 6 0
-10 8 6 0
-10 7 -5 0
10 7 2 0
10 -5 -3 0
-10 -5 2 0
-10 4 -2 0
-9 -8 -6 0
9 7 -6 0
9 7 3 0
-9 7 -2 0
-9 -7 -1 0
-9 6 2 0
9 6 -1 0
-9 -6 -1 0
-9 6 1 0
-9 -5 4 0
9 -5 -3 0
-9 4 -2 0
9 4 2 0
-9 4 -1 0
9 -4 -1 0
-9 -3 -1 0
-8 7 -1 0
8 6 5 0
-8 6 -1 0
-8 5 3 0
7 -6 2 0
-7 6 2 0
7 -5 -4 0
7 -5 -1 0
-7 -4 -3 0
-7 4 2 0
-7 -3 -2 0
7 -2 1 0
-6 -4 2 0
6 -2 1 0
-5 -4 -2 0
-4 3 1 0
