p cnf 13 60
13 -11 -10 0
13 -11 6 0
-13 11 -3 0
13 10 -9 0
13 -10 8 0
-13 -10 -5 0
13 10 -3 0
-13 -8 2 0
-13 -7 -6 0
13 7 -3 0
13 7 -2 0
13 -7 -1 0
13 -4 -3 0
13 3 -1 0
12 11 10 0
-12 -10 -3 0
12 8 -6 0
12 8 5 0
-12 7 -5 0
-12 7 3 0
12 -4 3 0
12 3 2 0
11 -10 7 0
11 -10 6 0
11 8 5 0
-11 8 3 0
-11 -7 5 0
11 -7 -5 0
-11 7 -2 0
-11 6 -3 0
11 5 -3 0
11 -5 -3 0
11 5 2 0
-11 4 2 0
11 3 2 0
11 2 1 0
10 -9 -3 0
10 8 -7 0
-10 -8 3 0
10 8 3 0
-10 7 -6 0
10 -6 -3 0
9 -8 5 0
9 -8 3 0
9 -8 1 0
9 -7 -2 0
9 6 -5 0
9 -4 1 0
-8 7 6 0
8 -7 5 0
-8 -7 3 0
-8 6 5 0
8 6 -3 0
-8 -6 -2 0
8 6 -2 0
-8 -5 3 0
-7 5 3 0
-7 5 1 0
7 5 -1 0
-6 5 -3 0
