p cnf 13 56
13 12 3 0
13 11 8 0
-13 11 -2 0
13 10 1 0
13 9 -8 0
13 9 -4 0
-13 9 -2 0
13 8 7 0
-13 -8 5 0
-13 8 4 0
13 7 5 0
-13 7 3 0
13 4 -3 0
13 4 3 0
12 11 3 0
12 -10 6 0
12 10 -3 0
-12 -10 1 0
-12 9 -6 0
12 -9 6 0
-12 -8 6 0
-12 6 4 0
12 -4 -2 0
-12 3 -2 0
-11 -10 -7 0
-11 -9 -2 0
11 -8 6 0
11 8 3 0
-11 -7 3 0
-11 7 3 0
-11 -7 -3 0
-11 -6 1 0
-11 -5 3 0
11 4 1 0
11 -2 1 0
10 -8 1 0
10 7 -3 0
10 -6 -3 0
9 8 -5 0
-9 -8 2 0
-9 -7 -4 0
-9 6 2 0
-9 -4 -3 0
-9 -3 -2 0
9 -2 -1 0
8 -7 3 0
8 6 5 0
-8 6 4 0
8 -6 3 0
8 4 2 0
-7 6 -2 0
7 -5 1 0
-7 3 2 0
7 2 1 0
6 -5 -4 0
5 -4 1 0
