p cnf 13 107
-13 -12 8 0
-13 -12 7 0
-13 -12 -6 0
13 12 -2 0
13 12 2 0
-13 12 2 0
-13 -12 -1 0
-13 -11 8 0
13 11 -7 0
-13 -11 1 0
13 -10 3 0
13 -9 8 0
-13 9 6 0
13 -9 -5 0
-13 -9 -4 0
13 9 1 0
-13 8 7 0
-13 8 -7 0
13 -8 3 0
-13 8 -3 0
-13 -8 2 0
13 6 -2 0
13 6 -1 0
-13 -6 -1 0
13 -5 -1 0
13 4 2 0
-13 3 -2 0
13 3 2 0
-13 -3 -1 0
13 -3 -1 0
12 11 -9 0
12 11 -5 0
12 -11 -4 0
12 10 -9 0
-12 10 -7 0
12 -10 6 0
12 10 2 0
12 -9 -5 0
-12 -9 5 0
-12 -8 -7 0
12 -8 -3 0
-12 -7 4 0
12 6 1 0
12 5 1 0
12 -4 -3 0
-12 3 1 0
-12 -2 1 0
11 10 -7 0
-11 -10 6 0
11 -10 -6 0
11 -9 -3 0
-11 9 3 0
-11 -8 -7 0
-11 -8 4 0
-11 -7 -4 0
11 -7 3 0
11 -7 -3 0
11 6 -2 0
11 -5 4 0
11 5 3 0
11 -4 -2 0
-11 3 1 0
11 -2 1 0
10 9 -5 0
10 -9 5 0
-10 -9 -2 0
10 8 5 0
10 8 -5 0
10 -8 -4 0
10 8 -2 0
10 7 -5 0
10 -7 5 0
10 -7 -1 0
-10 -6 -2 0
-10 -6 1 0
10 5 2 0
-10 5 2 0
-10 -5 2 0
10 -5 2 0
-10 5 1 0
-10 -4 1 0
9 -8 -7 0
9 -8 -5 0
-9 -8 2 0
9 7 6 0
9 7 -5 0
9 6 1 0
9 -5 3 0
-9 4 -3 0
-8 7 -3 0
8 -7 -1 0
-8 -5 3 0
8 -5 -1 0
-8 5 -1 0
8 -4 3 0
7 -6 -4 0
7 -6 -3 0
7 5 4 0
7 -4 1 0
-7 -3 2 0
6 5 3 0
-6 5 1 0
6 -4 -2 0
6 4 1 0
-6 -2 -1 0
5 -4 2 0
-4 2 -1 0
