p cnf 13 61
13 -12 11 0
13 12 10 0
13 12 1 0
13 11 7 0
13 10 7 0
13 10 -3 0
-13 9 -6 0
-13 9 -4 0
13 7 -5 0
13 -6 2 0
13 5 -4 0
13 -5 -2 0
-13 -4 -3 0
13 4 2 0
-12 11 7 0
12 10 9 0
12 10 -4 0
-12 -9 7 0
-12 9 2 0
12 8 -2 0
-12 7 2 0
-11 10 9 0
11 10 -8 0
11 -10 -5 0
-11 9 -8 0
-11 7 4 0
11 -7 2 0
-11 6 4 0
-11 -6 -1 0
-11 5 4 0
-11 -5 4 0
-11 2 1 0
10 8 1 0
10 -7 1 0
-10 -6 -4 0
10 -6 -2 0
-9 -7 -4 0
9 -7 -2 0
-9 7 1 0
9 -6 5 0
-9 -6 2 0
-9 -6 1 0
9 -5 -3 0
-9 5 2 0
-9 -3 -2 0
-8 -7 5 0
8 7 4 0
8 7 -2 0
7 -6 2 0
7 -6 -1 0
-7 -6 -1 0
-7 -5 -2 0
7 -5 1 0
7 -4 3 0
7 -4 -1 0
-7 2 -1 0
-7 2 1 0
-6 2 1 0
-5 4 2 0
5 -2 -1 0
4 3 -2 0
