p cnf 15 74
-15 -14 -10 0
15 -14 6 0
-15 -13 -8 0
-15 -13 -6 0
-15 -12 10 0
-15 12 -8 0
15 -11 5 0
15 10 -7 0
15 9 4 0
-15 9 2 0
-15 -8 7 0
15 -8 -5 0
-15 8 -5 0
-15 7 -1 0
-15 7 1 0
15 -4 -3 0
15 3 -2 0
-14 -13 -8 0
14 13 -8 0
14 -13 6 0
14 -12 1 0
14 -8 -6 0
-14 -7 1 0
-14 6 -3 0
14 5 4 0
-14 5 -3 0
-14 5 2 0
-14 -4 -3 0
13 -12 4 0
-13 11 -7 0
13 -11 -5 0
13 11 -3 0
-13 -10 -8 0
13 -10 4 0
-13 -9 7 0
-13 8 -2 0
13 -7 -5 0
13 -6 4 0
-13 6 3 0
12 11 -2 0
-12 -7 5 0
-12 7 -4 0
12 -7 1 0
12 5 1 0
11 -10 9 0
11 -7 4 0
11 -7 2 0
11 6 -3 0
-11 5 4 0
11 5 3 0
-10 -9 8 0
-10 9 3 0
10 -8 6 0
-10 8 -3 0
-10 8 2 0
-10 -7 4 0
-10 -7 3 0
-10 -7 -1 0
-10 5 3 0
-10 3 -1 0
9 8 7 0
-9 -8 5 0
-9 -7 -6 0
9 -7 -4 0
9 6 -5 0
-8 -5 3 0
8 4 1 0
7 -6 -2 0
7 -5 -3 0
-7 3 1 0
7 -3 1 0
6 -5 1 0
6 -4 -2 0
6 3 2 0
